Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Northern Africa,Africa,Northern Africa,912,1885650,14592,55371,390,311,22184,0,0,21,0,13,183,306,0,895,996,24,11,1006,1105,0,764,1834,0,27,0,0,0,0,289,0,284,0,50,50,48,27,0,0,92,2562,0,18682,73490,0,20,4572,0,0,43,3826,1595,0,0,1234,76,0,0,63,148,76,12794,788,1318,0,0,9,39703,675,0,437005,19,125303,0,0,0,793,25816,0,0,0,22,0,13582,624,7,2859,0,0,0,0,7,1362,938,0,0,0,0,347,0,6825,13165,414,66900,70,0,518,11582,0,1583,21109,746,6714,0,11331,46,0,0,12584,0,35,11054,0,0,0,30,21,8768,21,1974,0,0,0,2206,0,0,48,0,262,11,0,0,10939,13,9,196,0,0,2030,0,68,0,350,26967,0,0,335,1644,2262,0,0,0,0,0,4047,777,34,0,1332,745,46,0,615,11610,33,0,0,0,0,0,0,0,0,36014,3807,0,15,221,597,0,46,0,0,100071,640,1307,3545,434,299679,21601,0,0,810,1684,30837,594,2885,88,0,0,0,0,0,4546,2519,210,0,0,44473,769,2567,9221,303,14261,0,0,359,0,25,0,0,165911,22267,19,25
Algeria,Africa,Northern Africa,12,250110,2081,6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,778,,,,,,,,,,,,,,,,,,1446,,7579,,,,740,,,2258,,,,1196,,,,1225,,,2325,,,,,,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,,,,3926,,,,,,,,,,11570,,,,,31667,1597,,,,,3073,,,,,,,,,,,,,,,,,800,,1094,,,,,,,,165911,2366,,
Egypt,Africa,Northern Africa,818,173452,2381,7144,154,88,648,,,21,,13,183,118,,344,442,24,11,294,186,,204,411,,27,,,,,46,,96,,50,50,48,27,,,92,464,,43,244,,20,562,,,43,664,55,,,168,76,,,63,148,76,96,221,271,,,9,,155,,388,19,478,,,,182,2089,,,,22,,5649,172,7,934,,,,,7,105,68,,,,,98,,910,2107,111,7793,70,,518,3058,,843,3836,155,101,,2188,46,,,2324,,35,3669,,,,30,21,2063,21,158,,,,114,,,48,,60,11,,,776,13,9,196,,,726,,68,,86,593,,,89,397,452,,,,,,801,278,34,,292,218,46,,177,5477,33,,,,,,,,,5987,311,,15,46,105,,46,,,11540,164,,303,164,56745,9388,,,259,998,5549,95,787,88,,,,,,572,654,35,,,64,125,523,2299,107,4416,,,82,,25,,,,4167,19,25
Libya,Africa,Northern Africa,434,567436,,,236,223,2642,,,,,,,188,,551,554,,,712,919,,560,496,,,,,,,243,,188,,,,,,,,,2098,,,631,,,2264,,,,3162,297,,,438,,,,,,,320,567,1047,,,,15455,520,,1459,,1347,,,,611,3699,,,,,,5172,452,,1925,,,,,,,230,,,,,249,,3564,9612,303,50384,,,,4923,,740,15015,591,246,,7947,,,,8143,,,,,,,,,5828,,249,,,,264,,,,,202,,,,3605,,,,,,1304,,,,264,2098,,,246,1247,1810,,,,,,3246,499,,,1040,527,,,438,5331,,,,,,,,,,26101,824,,,175,492,,,,,76918,476,1307,534,270,210540,10616,,,551,686,20428,499,2098,,,,,,,2270,1865,175,,,,644,2044,5321,196,7274,,,277,,,,,,15734,,
Morocco,Africa,Northern Africa,504,53034,7498,3036,,,8877,,,,,,,,,,,,,,,,,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,,,,,,,,,,,,,,,,1228,,,,,,,,,,14547,,,,,,952,,,,,,,,,651,,,,,,,,,,,1133,,,,1253,,,,,,,,,,,892,,,777,,,,,,,,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,,,,,,,,,,,,2708,,,,,,,,1353,,,,,,,,,1704,,,,,,,,801,,1208,,,,,,,,,,,
Sudan,Africa,Northern Africa,729,801883,,34636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18639,72615,,,1746,,,,,,,,,,,,,,,12378,,,,,,22327,,,435158,,123478,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351,,,,,,,,,,,,6367,,,,,,,,,2492,,,,,,,,1101,,,,,,,,,,,,,,,,,,,,,,,,24143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,0,,,,,,,,,,,,,,,,,,,,,,,44409,,,,,,,,,,,,,,,,
Tunisia,Africa,Northern Africa,788,36446,2580,4232,,,9967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,628,,,,,,,,,,,,,693,,,,,,,,,,4754,,,,,,1031,,,,,,,,,,,,,,,,,,,,11,,,,1608,,,,,,,,,,,,,,1791,,,,,,,,229,,,,430,,,,,,,,,6558,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,,,,,,,,,,,727,,,,,,434,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,
Southern Africa,Africa,Southern Africa,913,1222314,11565,39344,88,68,823,0,0,65584,0,616,1049,84,0,3818,3033,0,67,134,1093,13,100,3533,0,287,26,0,68,0,78,18382,1917,10,10,1670,94,2135,0,0,1134,2723,0,50,0,0,321,15235,669,0,246,82,9272,0,0,515,422,1529,0,2035,927,191,13726,1301,0,0,0,0,2143,0,0,222,61,1517,0,0,20,373,3840,0,0,130,114,0,35709,3030,23,3738,0,0,0,0,38,104,13,24,0,0,0,0,14,20802,625,332,67,5280,0,1993,10901,81,875,24,0,8504,0,38,0,14,174,445,113397,269,116,0,167,70,417,27868,377,24,45,142,0,0,0,4361,0,119,0,11,0,0,0,450,244047,90,44306,10,53,9197,0,1367,46,9,8404,9,12,651,14,4776,0,25,25,50,85,946,4302,19476,0,0,738,0,139,711,2003,1808,94,11,0,0,0,0,0,0,257,1181,1577,446,380,377,0,175,0,0,6379,36978,0,1056,1022,41,1450,0,31830,367,1378,49,0,461,51,0,0,0,0,11,48,516,0,0,0,3325,1915,75,127251,6480,8647,0,48,0,0,125,67,0,0,35,31878,157866
Botswana,Africa,Southern Africa,72,57064,629,8035,,,,,,1320,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,1348,,,,,,,,,,,,,,,1261,104,,,,,,,,,,,,,,,,,,,,,341,,,,,,,,,,,,,,,,,3032,,,,190,,,165,,,,,254,,,,,,,1212,,,,,,238,1709,,,,,,,,700,,,,,,,,,441,,687,,,193,,,,,285,,,118,,223,,,,,,,,141,,,,,,,,,,,,,,,,,,,,95,,,,,,,,13860,,,613,,,,259,133,,,,,,,,,,,,,,,,570,,,993,1104,55,,,,,,,,,,4773,11763
Lesotho,Africa,Southern Africa,426,6167,1505,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,23,,4,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441,,,,,,,36,,,,,,,,,,,,,,,,,130,,,,81,85,,,,,,,,,,66,66
Namibia,Africa,Southern Africa,516,134403,511,2276,58,,637,,,48646,,616,67,84,,705,801,,67,65,44,,,242,,206,,,,,,865,702,,,41,94,511,,,156,248,,,,,44,4078,,,,,1468,,,41,,893,,,101,133,4179,150,,,,,229,,,,,278,,,,104,705,,,,114,,11896,189,,,,,,,,71,,,,,,,,886,120,41,,80,,143,1083,,150,,,1458,,,,,,61,166,,48,,,58,,485,,,,,,,,141,,,,,,,,,182,,,,,679,,67,,,1290,,,71,,219,,,,,,325,222,570,,,48,,,41,597,471,,,,,,,,,,41,,75,216,,,,,,123,11132,,452,,,262,,259,133,564,,,98,,,,,,,,48,,,,633,338,,2256,1442,1379,,,,,,,,,,3971,18964
South Africa,Africa,Southern Africa,710,1001825,8219,25420,30,68,186,,,15551,,,982,,,2983,2232,,,69,1049,13,100,3291,,81,26,,68,,78,17332,1215,10,10,1629,,1521,,,978,2357,,50,,,277,9695,669,,246,82,7768,,,474,422,636,,2035,826,58,8208,1047,,,,,1914,,,222,61,1224,,,20,269,3135,,,130,,,23472,2756,23,3738,,,,,38,33,13,24,,,,,14,16669,505,291,67,5010,,1850,9653,81,725,24,,6792,,38,0,14,174,384,111888,251,68,,167,12,179,25638,377,24,45,142,,,,3520,,119,,11,,,,450,234274,90,43615,10,53,8325,,1295,46,9,6829,9,12,462,14,4119,,25,25,50,85,621,4080,18765,,,690,,139,670,1406,1292,94,11,,,,,,,257,1140,1577,276,164,377,,175,,,6209,,,604,409,41,1188,,31276,101,814,49,,363,51,,,,,11,48,468,,,,1962,1577,75,124002,3853,6982,,48,,,125,67,,,35,23068,127073
Swaziland,Africa,Southern Africa,748,22855,701,2650,,,,,,67,,,,,,16,,,,,,,,,,,,,,,,83,,,,,,103,,,,12,,,,,,,,,,,36,,,,,,,,,,78,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,18,,,,,,,,,,,,,,,,,,,,,,,9127,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,47,9545,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,146,,,,,,,,,,,
Western Africa,Africa,Western Africa,914,5090860,78320,223261,0,0,5876,0,0,2276,0,0,76,0,0,19,0,0,0,0,0,0,0,373,0,271019,0,0,0,0,0,0,1109,0,0,0,1217306,0,1011,0,13575,939,0,497,13465,0,0,1163,0,0,0,0,5052,0,0,462349,0,190,0,0,0,5,411,0,0,0,0,0,245,0,63,0,0,18,0,0,0,0,18175,0,0,4925,14131,0,2900,236252,0,0,0,0,0,0,0,320246,43575,0,0,0,0,0,0,1633,0,75,84,0,0,27,864,0,75,0,0,9,0,31,0,0,0,8765,0,211152,4811,0,0,10,0,0,0,0,619952,0,0,0,85807,0,0,6,0,0,0,0,0,3556,76,0,0,0,0,514,0,0,0,185583,122698,0,0,0,0,52,0,0,0,0,4,22,38,2051,0,0,254,0,0,0,963,1751,0,0,0,0,0,0,0,3770,2334,205624,0,0,457764,0,0,0,0,0,0,303,0,482,17,148,524,0,0,1075,287,214,0,0,0,17,218809,0,0,0,243,0,0,0,0,0,150,68,3083,7,6217,39,0,0,0,0,0,0,0,0,0,0
Benin,Africa,Western Africa,204,133730,1338,18991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5421,,,,,,,,381,,,,,,,,1041,,,7489,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,,,,,,,,,,,,,,,,,,,,,,,41294,24306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26222,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Africa,Western Africa,854,520039,9544,24516,,,,,,,,,,,,,,,,,,,,,,3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42260,,,,,,,,,,,,,,,,,,,,,,,10633,3801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965,,,,,,,,,,,,,,,,,,,,,,,,,10415,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Africa,Western Africa,132,11027,76,268,,,,,,2209,,,10,,,,,,,,,,,24,,,,,,,,,130,,,,,,,,,,,,,,,51,,,,,,,,15,,115,,,,,,,,,,,,,,,,,,,,,172,,,17,12,,41,93,,,,,,,,99,1138,,,,,,,,,,,,,,305,,4,,,,,,,,,,,,,,,10,,,,,14,,,,,,,6,,,,,,,76,,,,,82,,,,,144,,,,,,,,,,4,,,929,,,,,,,92,,,,,,,,,3747,,627,,,32,,,,,,,,,50,,,,,,,29,,,,,17,,,,,,,,,,,46,,29,,275,39,,,,,,,,,,
Côte dIvoire,Africa,Western Africa,384,1994135,22473,25061,,,,,,,,,,,,,,,,,,,,,,53643,,,,,,,,,,,1117062,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,66479,,,,,,,,114966,324,,,,,,,,,,,,,,,,,,,,,,,,,,,39011,4526,,,,,,,,395346,,,,9058,,,,,,,,,,,,,,,,,,,51009,35607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21563,,,652,,,,,,,,,,,,,,,,,,,,,,36374,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,Africa,Western Africa,270,182514,1772,3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38423,11733,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,8805,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112746,,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Africa,Western Africa,288,191601,4861,7556,,,8,,,,,,,,,19,,,,,,,,,,9987,,,,,,,8,,,,46451,,,,68,164,,,9,,,135,,,,,,,,5465,,,,,,,18,,,,,,23,,,,,18,,,,,130,,,,21,,,,,,,,,,,82,,,,,,,,506,,,,,,27,137,,33,,,9,,,,,,585,,13084,,,,,,,,,4004,,,,10,,,,,,,,,,,,,,,146,,,,4714,16584,,,,,52,,,,,,22,38,,,,,,,,52,299,,,,,,,,,,59,,,2385,,,,,,,,,,17,,20,,,,116,41,,,,,72060,,,,,,,,,,,,1084,7,487,,,,,,,,,,,
Guinea,Africa,Western Africa,324,560075,460,1267,,,,,,,,,,,,,,,,,,,,257,,2936,,,,,,,308,,,,598,,121,,,370,,,,,,166,,,,,,,,3087,,75,,,,,,,,,,,,,,,,,,,,,2050,,,,1012,,1059,1669,,,,,,,,,3495,,,,,,,,,75,,,,,126,,33,,,,,,,,,1063,,138141,,,,,,,,,19422,,,,478,,,,,,,,,,,,,,,,,,,1739,1136,,,,,,,,,,,,,295,,,172,,,,596,,,,,,,,,,851,8455,,,365828,,,,,,,,,73,,,,,,,,36,,,,,1833,,,,,,,,,,104,,,,689,,,,,,,,,,,
Guinea-Bissau,Africa,Western Africa,624,20450,596,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,1534,,,,,,,,,,,4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,,,,,,,,,,,,,,,,,,8119,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,
Liberia,Africa,Western Africa,430,151868,5322,11474,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,373,,,,,238,,,,,,,,,,,,,,2093,,,,,,,,,,,,,,,,,,,,,,,284,,,,630,,890,9542,,,,,,,,31145,2171,,,,,,,742,,,,,,,242,,,,,,,,,,,4056,,,,,,,,,,,1889,,,,,,,,,,,,,,,,,,,286,,,,1081,2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,71154,,,,,,,,,275,,,,,,1075,142,,,,,,240,,,,,,,,,,,,1099,,2837,,,,,,,,,,,
Mali,Africa,Western Africa,466,189475,1708,49739,,,554,,,67,,,,,,,,,,,,,,,,520,,,,,,,,,,,20155,,,,567,,,271,,,,76,,,,,3856,,,54884,,,,,,,,,,,,,,,,,,,,,,,2347,,,4279,570,,,2388,,,,,,,,14659,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,,,,,,,,,,,,,12423,,,,,,,,,,,,,,,,,,,5259,1524,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,10719,,,1177,,,,,,,,,,,,,,,,,,,,,,856,,,,,,,,,,,,,,223,,,,,,,,,,,
Mauritania,Africa,Western Africa,478,57366,56,1829,,,1601,,,,,,66,,,,,,,,,,,60,,541,,,,,,,157,,,,,,,,385,50,,,51,,,156,,,,,,,,192,,,,,,,42,,,,,,222,,,,,,,,,,,,,84,,,,204,,,,,,,,3042,1178,,,,,,,,,,84,,,,54,,,,,,,31,,,,116,,,136,,,,,,,,7483,,,,,,,,,,,,,337,,,,,,,,,,148,,,,,,,,,,,,,,,,,69,,,,60,,,,,,,,,,300,37730,,,,,,,,,,,,84,,148,,,,,,137,,,,,114,,,,243,,,,,,,68,,,108,,,,,,,,,,,
Niger,Africa,Western Africa,562,122260,1903,7938,,,438,,,,,,,,,,,,,,,,,,,17081,,,,,,,,,,,18432,,,,397,,,,720,,,,,,,,,,,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,43060,,,,,,,,,,,,,,,,,,,,,,,,18540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,,,,,,,,,,,,,,,504,,,,,,,,,,9253,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Africa,Western Africa,566,487882,15241,34664,,,,,,,,,,,,,,,,,,,,,,143212,,,,,,,,,,,,,,,10943,,,,11871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8358,,,,,,,,,65493,,,,,,,,,,,,,,,,,,,,,,,45868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658,,,,,,,,,,,,,,,,,,,,,,60095,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,Africa,Western Africa,654,405,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,
Senegal,Africa,Western Africa,686,231901,11339,22677,,,3275,,,,,,,,,,,,,,,,,,,2820,,,,,,,506,,,,,,,,792,,,,,,,,,,,,,,,2195,,,,,,,,,,,,,,,,,,,,,,,10825,,,,4029,,682,1395,,,,,,,,40236,23437,,,,,,,,,,,,,,,,,,,,,,,,,862,,,,,,,,,,,26917,,,,59956,,,,,,,,,3219,,,,,,,,,,1321,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183,,,,11638,,,,,,,,,,,,,,,,,,,,,,1308,,,,,,,,,,,,,,626,,,,,,,,,,,
Sierra Leone,Africa,Western Africa,694,98241,366,631,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,33,,3,,,36,,,,,,266,,,,,,,,70,,,,,,5,,,,,,,,,,,,,,,,,,,,,4984,,127,1242,,,,,,,,70656,22,,,,,,,385,,,,,,,,,5,,,,,,,,,2083,,10813,,,,,,,,,1857,,,,134,,,,,,,,,,,,,,,,,,,153,2012,,,,,,,,,,,,,,,,13,,,,71,,,,,,,,,,,700,,,,,,,,,,227,,,,,,,,,,,,,,,39,,,,,,,,,,,,580,,480,,,,,,,,,,,
Togo,Africa,Western Africa,768,137891,1244,12172,,,,,,,,,,,,,,,,,,,,32,,36899,,,,,,,,,,,8781,,23,,423,23,,226,433,,,313,,,,,155,,,2017,,,,,,,351,,,,,,,,63,,,,,,,,1277,,,545,646,,101,26455,,,,,,,,1970,77,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,2699,,,,85,,,,,,,,,,,,,,,,,,,22364,16087,,,,,,,,,,,,,,,,,,,,,1452,,,,,,,,23,,612,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
Asia,Asia,Asia,935,49340815,727610,2283169,4317593,3794,31771,0,0,2523,0,14840,35726,219741,67,44162,22089,637444,0,39582,5103328,0,146883,14422,0,4,0,119383,536,0,2944,4,332016,70,34910,473214,0,2,11,188949,26,50546,0,7,9332,0,3195,3238615,70799,82862,1987,0,555,0,82,2,276,157,0,9900,1399,54420,343,6673,2,0,5,485,1295924,5,0,13781,3164,130610,0,0,212,3578,60474,0,0,0,0,151987,480431,1874,2,76153,0,0,44,1056,276,0,0,0,10,0,2,17070,113,5779010,1969375,138574,727492,2680,0,99859,13784,7,74170,258549,104584,3387,0,56867,30589,354819,11507,92104,0,1,28639,0,21664,47,4,4,961596,613,0,55,0,0,255,367,0,3940,0,0,1697,0,0,175247,5,1060237,2,0,943966,32114,0,12633,5,30,7457,0,0,15647,10420,2606933,1186,9,373,4,58125,1009926,121456,3407,56,10351,812668,44227,0,149365,4035973,1,0,0,0,0,0,0,0,0,64509,67,1224,9,2,67570,0,388,143,0,76959,14070,8732,6156,550037,2324770,317200,133,71,8599,16417,475689,66597,197667,134503,143745,0,0,0,7,41541,118458,11344,0,0,881,645056,85759,202719,273,287708,26,5330,359110,0,678,223811,0,0,468515,920,139
Central Asia,Asia,Central Asia,5500,5183872,29640,63718,17118,0,138,0,0,0,0,0,0,26741,0,0,69,75721,0,0,0,0,103333,0,0,0,0,0,0,0,0,0,0,0,27,3131,0,0,0,0,0,54,0,0,0,0,0,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,46711,0,139,0,0,0,0,0,0,0,0,1867,0,0,0,0,241,0,0,0,0,0,9362,177616,0,0,5763,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,4832,68,0,0,0,0,0,0,0,66637,0,0,0,21980,0,2502,0,0,0,0,0,7983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,117,0,26,0,0,0,0,40,125,0,0,0,0,0,0,26959,0,0,0,24101,14820,0,713,3655889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,27288,0,0,0,0,0,0,0,0,36274,3916,0,0,0,438563,0,333,0,291,26,0,285941,0,0,181,0,0,0,27,0
Kazakhstan,Asia,Central Asia,398,2871300,,,,,,,,,,,,6716,,,,35532,,,,,50780,,,,,,,,,,,,,3131,,,,,,,,,,,,1588,,,,,,,,,,,,,,45244,,,,,,,,,,,817,,,,,,,,,,,2405,160373,,,5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946,,817,,,,,,3222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21465,,,,23442,8849,,,2032883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11617,,,,,,,,,34443,771,,,,248273,,,,,,,168223,,,,,,,,
Kyrgyzstan,Asia,Central Asia,417,389558,4532,4289,,,,,,,,,,4520,,,,8768,,,,,19072,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,,,,,,,,,,,1301,,,,,,,,,,,1050,,,,,241,,,,,,6254,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,24682,,,,,,1685,,,,,,4761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453,,,,659,5138,,713,215735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,,,,,,,,,1009,1876,,,,52617,,,,,,,15230,,,181,,,,,
Tajikistan,Asia,Central Asia,762,299266,100,233,17118,,138,,,,,,,207,,,69,180,,,,,720,,,,,,,,,,,,27,,,,,,,54,,,,,,52,,,,,,,,,,,,,,166,,139,,,,,,,,,,,,,,,,,,,,703,143,,,,,,,,,,,,,,,,,654,,1267,68,,,,,,,,889,,,,11924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,117,,26,,,,,40,125,,,,,,,41,,,,,833,,,251899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,822,473,,,,1279,,333,,291,26,,7971,,,,,,,27,
