Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Malawi,Africa,Eastern Africa,454,232620,12659,37999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5677,,,,,,,,,,,,,,,1509,,,,,,,,,,2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4947,,,,,,,,,,,,,,,,,,,59,8837,,,,,,,,,,,,,,,,,,,,,,,,,,,1578,10278,,,,,,,,,,,45797,39732
Mauritius,Africa,Eastern Africa,480,15543,295,736,,,,,,,,,,,,,,,,,313,,,15,,,,,,,,,,,,,,,,,,34,,,,,,8024,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993,,,,,,124,,,,,,,,,,,,,,,,,3278,,,,6,,,106,,15,,,,,,,,,,,,,,,,563,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,38,,,,,,,,,,,,,58,,,,,,,,307,,3,42,,,,,,13,,,,,,,,,,,,,,,,,,458,,41,,,,,,,,,,,
Mayotte,Africa,Eastern Africa,175,45474,260,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36203,,,,,,,,,,,,,,,,,,,,,,,,,,,5080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Africa,Eastern Africa,508,195702,20724,61756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5489,,,,,,,,,,,,,,,,,,,,,,,,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,6265,,,,,,,35695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,,,,,,,,7139,,,,,,,,,,,,,,,,,,,,,,,,,,,,26952,,,,,,,,,,,,,,,,,,,,,,,,,,,,5706,,,,,,,,,,,3639,17924
Réunion,Africa,Eastern Africa,638,100678,4307,7505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,66309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11431,,,,,,,,,3455,6162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Africa,Eastern Africa,646,347076,2218,7106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56107,,,,,,,,,,,,,,,,,,,,,,,,,163420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79241,,,,36766,,,,,,,,,,,,
Seychelles,Africa,Eastern Africa,690,6574,188,291,,,,,,,,,,,,51,,,,,17,,,20,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,154,,,,,,57,,,,,,,,,,,,,,,,,2026,226,,,,,,37,,,,,331,,,,,,,,,,,,,525,,,1,,,,,,509,,,,,,,,,,,,,39,,,,,,40,,,,,11,,,,,,398,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,15,366,,10,467,,,,,,,,,469,,,,,,,,,,,,6,,,173,,,,,,,,,,,,,
Somalia,Africa,Eastern Africa,706,20087,6509,13023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,Africa,Eastern Africa,728,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Uganda,Africa,Eastern Africa,800,634703,50,3023,,,,,,,,,,,,,,,,,151,,,47,,,,,,,,,,,,,,16392,,,,280,,,,,,432,,,,,,,,,,,,,,157,95138,185,,,,,,,,27,,216,,,,,263,,,,,,246,,,43,,,,,,,,,,,,,,4140,,,,,,,427,,215,,,43034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,226,,,,,,,,,,683,,,,,,,,,,,185,,,,322,78758,,,,,,,,,,,,,,,,,,,1254,,,64,,,360660,,,,,,,,,,,,,,,,,,,,,,1264,25776,1013,,,,,,,,,,,
United Republic of Tanzania,Africa,Eastern Africa,834,928180,2328,5459,,,,,,1018,,,,,,,,,,,,,,,,,,,,,,116,,,,,,608669,,,,247,,,,,,,,,,487,23143,,,,,,,,,,110786,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,6642,,,,,,,482,,,,,30272,,,,,,,113,,,,,,,7098,,,,,,,,161,,,,,,,,,46739,,526,,,,,,,,,,,,,545,,,,,,,,,,,,,,,,49366,,,,,,,,,,,,305,,,,,,,3655,582,,,,,,,74,,,,,,,,,,,,,,,,,12286,,,912,,1082,,,,,,,,,,13584,693
Zambia,Africa,Eastern Africa,894,321167,1517,4209,,,,,,220248,,,,,,83,,,,,,,,,,,,,,,,111,,,,,,1796,,,18,157,,,,,,166,,,,,1794,,,,,,,,,,58237,,,,,,83,,,,,,,,,,55,,,,,,157,166,,,,,,,,,,,,,,,,3468,,,,,,,,,129,,,249,,,,,,,,,,,,,,6937,,,194,,,,,,,,,,,,,,545,,101,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,3662,,,,,,,,,,166,,,,,,,,,,1535,,,,,,,,,,,,,,,,,,,,,,,,370,,,1036,4322,462,,,,,,,,,,,9056
Zimbabwe,Africa,Eastern Africa,716,410041,9810,38292,,,,,,,,,,,,,,,,,,,,,,,,,,,,4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92989,,,,,,,,,,,,,,,,,197830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17024,,,,,,,,,,,,,,,,,,,,,,,,,,,23747,,,,,,,,,,,,26337,
Middle Africa,Africa,Middle Africa,911,1756687,64673,168888,0,0,52,0,0,358009,0,0,0,0,0,16,32,0,0,0,0,0,0,236,0,32174,0,0,0,0,0,0,0,0,0,0,3298,36772,7212,0,66195,419,0,25708,104803,0,0,623,0,0,0,0,18550,0,0,1608,0,266,0,11,0,76,232083,3,0,0,0,0,58,0,42067,0,0,0,0,0,0,0,40319,0,0,2458,0,0,330,3002,0,0,0,0,0,0,0,2521,0,0,0,0,0,0,0,0,0,0,0,16,0,7,101,0,15,0,0,0,0,0,0,0,0,1760,0,0,1286,0,0,0,0,0,0,0,43328,0,0,0,1564,0,0,0,0,0,0,0,0,337,341,0,457,0,0,50,0,0,0,3066,119311,0,0,0,0,0,0,0,0,0,0,0,0,7948,0,0,92,0,0,0,1487,98698,0,0,0,0,0,0,0,7925,0,20980,0,0,0,0,0,0,66,0,0,3313,118742,534,0,0,74843,0,0,18,220,14,0,0,0,0,12082,0,0,0,106,10,0,0,0,24177,0,0,0,0,1173,0,0,0,0,0,0,0,0,0,158,0
Angola,Africa,Middle Africa,24,46108,3714,3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4724,,,,,,16,,,,,,,,543,,,7,,,,,,,17735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,457,,,,,,,,,,,,,,,,,,,,,7014,,,,,,,,183,,,,,,,,4121,,,,,,,,,,,,3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,
Cameroon,Africa,Middle Africa,120,228383,5929,39575,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,Africa,Middle Africa,140,123529,8902,26705,,,,,,,,,,,,16,32,,,,,,,,,,,,,,,,0,,,,,,,,,281,,,15183,,,,,,,,,,,,,,,11,,,26065,3,,,,,58,,,,,,,,,,14506,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,101,,,,,,,,,,,,,,,,,,,,,,457,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,111,,,,,,,,,66,,,80,0,,,,29587,,,18,220,,,,,,13,,,,,10,,,,,,,,,831,,,,,,,,,,,
Chad,Africa,Middle Africa,148,104825,287,5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36353,,,9463,,,,,,,,,839,,,,,,,,,,301,,,,,,,,,,,,,,,,1039,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3066,17386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Africa,Middle Africa,178,305002,2243,3368,,,,,,31100,,,,,,,,,,,,,,,,7549,,,,,,,,,,,,,,,5614,,,16245,5249,,,459,,,,,,,,,,266,,,,,183780,,,,,,,,786,,,,,,,,5127,,,1572,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,16851,,,,1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,1280,12480,,,,,,,,,,6591,,,,,,,,,,,,,,,,,,,,,,,,,1211,,,,,,,,,,,,,,83,,,,,,,,,,,
Democratic Republic of the Congo,Africa,Middle Africa,180,744387,42332,84662,,,,,,325733,,,,,,,,,,,,,,,,,,,,,,,,,,,,36692,,,,,,,,,,,,,,,9470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85936,,,,,,,,,,,,,,,,,,,,,118742,,,,16643,,,,,,,,,,,,,,,,,,,24177,,,,,,,,,,,,,,,,
Equatorial Guinea,Africa,Middle Africa,226,4517,265,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,,,,,,,,,,,,,,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,Africa,Middle Africa,266,195571,980,4151,,,52,,,522,,,,,,,,,,,,,,236,,24625,,,,,,,,,,,3298,80,,,23895,138,,,2134,,,164,,,,,7698,,,1601,,,,,,76,4202,,,,,,,,41013,,,,,,,,7581,,,,,,42,3002,,,,,,,,2348,,,,,,,,,,,,,,7,,,15,,,,,,,,,1180,,,,,,,,,,,26020,,,,,,,,,,,,,337,,,,,,,,,,,11280,,,,,,,,,,,,,,,,92,,,,,99,,,,,,,,3070,,14389,,,,,,,,,,7,,,,,,,,,,14,,,,,10858,,,,106,,,,,,,,,,259,,,,,,,,,,,
Sao Tome and Principe,Africa,Middle Africa,678,4365,21,67,,,,,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
