Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Malawi,Africa,Eastern Africa,454,221661,12063,36203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410,,,,,,,,,,,,,,,1438,,,,,,,,,,2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4714,,,,,,,,,,,,,,,,,,,57,8421,,,,,,,,,,,,,,,,,,,,,,,,,,,1504,9794,,,,,,,,,,,43640,37861
Mauritius,Africa,Eastern Africa,480,19647,226,938,,,,,,,,,,,,,,,,,3672,,,57,,,,,,,,,,,,,,,,,,32,,,,,,5151,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,,,,,,118,,,,,,,,,,,,,,,,,5252,,,,24,,,113,,11,,,,,,,,,,,,,,,,1236,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,39,,,,,,,,,,,,,80,,,,,,,,412,,13,496,,,,,,51,,,,,,,,,,,,,,,,,,415,,40,,,,,,,,,,,
Mayotte,Africa,Eastern Africa,175,63176,541,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49545,,,,,,,,,,,,,,,,,,,,,,,,,,,7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Africa,Eastern Africa,508,204830,18178,57806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5996,,,,,,,,,,,,,,,,,,,,,,,,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,,,,,,,,,,,,,,,,,,,6895,,,,,,,55058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,,,,,,,,5688,,,,,,,,,,,,,,,,,,,,,,,,,,,,17730,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526,,,,,,,,,,,4673,21168
Réunion,Africa,Eastern Africa,638,115076,4793,7556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,75927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14218,,,,,,,,,4294,6410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Africa,Eastern Africa,646,432797,2621,20304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68762,,,,,,,,,,,,,,,,,,,,,,,,,201717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93430,,,,43346,,,,,,,,,,,,
Seychelles,Africa,Eastern Africa,690,8997,165,264,,,,,,,,,,,,48,,,,,107,,,27,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,184,,,,,,66,,,,,,,,,,,,,,,,,3907,176,,,,,,73,,,,,348,,,,,,,,,,,,,620,,,17,,,,,,502,,,,,,,,,,,,,98,,,,,,81,,,,,16,,,,,,514,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,36,297,,16,500,,,,,,,,,341,,,,,,,,,,,,15,,,216,,,,,,,,,,,,,
Somalia,Africa,Eastern Africa,706,20670,6500,13011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,Africa,Eastern Africa,728,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Uganda,Africa,Eastern Africa,800,652968,49,3022,,,,,,,,,,,,,,,,,150,,,46,,,,,,,,,,,,,,17837,,,,278,,,,,,429,,,,,,,,,,,,,,156,106170,183,,,,,,,,4,,106,,,,,261,,,,,,244,,,42,,,,,,,,,,,,,,4115,,,,,,,424,,213,,,42707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,224,,,,,,,,,,677,,,,,,,,,,,183,,,,320,84844,,,,,,,,,,,,,,,,,,,1828,,,63,,,360477,,,,,,,,,,,,,,,,,,,,,,1256,25623,1006,,,,,,,,,,,
United Republic of Tanzania,Africa,Eastern Africa,834,770846,2548,6641,,,,,,1153,,,,,,,,,,,,,,,,,,,,,,132,,,,,,460918,,,,275,,,,,,,,,,551,23777,,,,,,,,,,150345,,,,,,,,,,,,,,,,,,,,,,901,,,,,,,,,,,,,,,,,7198,,,,,,,536,,,,,29010,,,,,,,134,,,,,,,7048,,,,,,,,181,,,,,,,,,36267,,571,,,,,,,,,,,,,617,,,,,,,,,,,,,,,,13231,,,,,,,,,,,,345,,,,,,,3424,659,,,,,,,83,,,,,,,,,,,,,,,,,9484,,,1015,,1204,,,,,,,,,,11845,753
Zambia,Africa,Eastern Africa,894,252749,1586,23170,,,,,,98521,,,,,,148,,,,,,,,,,,,,,,,319,,,,,,3845,,,66,177,,,,,,408,,,,,5632,,,,,,,,,,73742,,,,,,116,,,,,,,,,,62,,,,,,209,170,,,,,,,,,,,,,,,,4007,,,,,,,,,113,,,364,,,,,,,,,,,,,,9665,,,205,,,,,,,,,,,,,,842,,251,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,6873,,,,,,,,,,153,,,,,,,,,,2170,,,,,,,,,,,,,,,,,,,,,,,,355,,,1154,5057,662,,,,,,,,,,,12444
Zimbabwe,Africa,Eastern Africa,716,392693,8200,64116,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102611,,,,,,,,,,,,,,,,,145462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19010,,,,,,,,,,,,,,,,,,,,,,,,,,,19394,,,,,,,,,,,,29766,
Middle Africa,Africa,Middle Africa,911,1928828,62543,140247,0,0,57,0,0,281292,0,0,0,0,0,12,24,0,0,0,0,0,0,259,0,36546,0,0,0,0,0,0,0,0,0,0,3611,36051,8065,0,55373,545,0,92737,88204,0,0,471,0,0,0,0,22153,0,0,1773,0,169,0,8,0,83,283865,2,0,0,0,0,44,0,48990,0,0,0,0,0,0,0,30789,0,0,2796,0,0,525,3287,0,193,0,0,0,0,0,7400,0,0,0,0,0,0,0,0,0,0,0,12,0,8,588,0,17,0,0,0,0,0,0,0,0,1661,0,4281,890,0,0,0,0,0,0,0,47803,0,0,0,994,0,0,0,0,0,0,0,0,369,333,0,591,0,0,198,0,0,0,12687,116317,0,0,0,0,0,0,0,0,0,0,0,0,9696,0,0,101,0,0,0,972,90588,0,0,0,0,0,0,0,9684,0,28153,0,0,0,0,0,0,50,0,0,4240,57555,779,0,0,286791,0,0,14,168,15,0,0,0,0,12668,0,0,0,116,8,0,0,0,30111,0,0,256,0,1795,0,0,0,0,0,0,0,0,0,205,0
Angola,Africa,Middle Africa,24,61329,4802,5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6109,,,,,,21,,,,,,,,703,,,20,,,,,,,24340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,591,,,,,,,,,,,,,,,,,,,,,9070,,,,,,,,527,,,,,,,,5329,,,,,,,,,,,,4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,
Cameroon,Africa,Middle Africa,120,258737,4707,12370,,,,,,2571,,,,,,,,,,,,,,,,2414,,,,,,,,,,,,,,,,179,,14607,70899,,,,,,,,2972,,,,,,,,,,4102,,,,,,,,3377,,,,,,,,4643,,,1061,,,296,,,193,,,,,,4605,,,,,,,,,,,,,,,511,,,,,,,,,,,,,4281,,,,,,,,,8251,,,,,,,,,,,,,,,,,,,160,,,,10566,101721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,823,,,,,,,,,,,
Central African Republic,Africa,Middle Africa,140,94449,6807,20419,,,,,,,,,,,,12,24,,,,,,,,,,,,,,,,0,,,,,,,,,215,,,11609,,,,,,,,,,,,,,,8,,,19930,2,,,,,44,,,,,,,,,,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,77,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,85,,,,,,,,,50,,,61,0,,,,22623,,,14,168,,,,,,10,,,,,8,,,,,,,,,635,,,,,,,,,,,
Chad,Africa,Middle Africa,148,352062,993,8095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25156,,,63510,,,,,,,,,580,,,,,,,,,,209,,,,,,,,,,,,,,,,719,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Africa,Middle Africa,178,315238,1426,2142,,,,,,15550,,,,,,,,,,,,,,,,7171,,,,,,,,,,,,,,,3570,,,14620,3338,,,292,,,,,,,,,,169,,,,,230684,,,,,,,,500,,,,,,,,3260,,,1000,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,,,,,,,,,10715,,,,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,,,,,,,814,7936,,,,,,,,,,9227,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,53,,,,,,,,,,,
Democratic Republic of the Congo,Africa,Middle Africa,180,622869,42332,86693,,,,,,262085,,,,,,,,,,,,,,,,,,,,,,,,,,,,35964,,,,,,,,,,,,,,,9470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82016,,,,,,,,,,,,,,,,,,,,,57555,,,,16643,,,,,,,,,,,,,,,,,,,30111,,,,,,,,,,,,,,,,
Equatorial Guinea,Africa,Middle Africa,226,6588,386,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,Africa,Middle Africa,266,214123,1073,4545,,,57,,,572,,,,,,,,,,,,,,259,,26961,,,,,,,,,,,3611,87,,,26161,151,,,2337,,,179,,,,,8428,,,1753,,,,,,83,4600,,,,,,,,44903,,,,,,,,8300,,,,,,46,3287,,,,,,,,2571,,,,,,,,,,,,,,8,,,17,,,,,,,,,1292,,,,,,,,,,,28488,,,,,,,,,,,,,369,,,,,,,,,,,12350,,,,,,,,,,,,,,,,101,,,,,109,,,,,,,,3361,,15754,,,,,,,,,,7,,,,,,,,,,15,,,,,11888,,,,116,,,,,,,,,,284,,,,,,,,,,,
Sao Tome and Principe,Africa,Middle Africa,678,3433,17,56,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
