Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Northern Africa,Africa,Northern Africa,912,1782054,16002,61850,442,349,22420,0,0,25,0,15,218,347,0,1017,1136,29,13,1134,1234,0,860,1987,0,32,0,0,0,0,322,0,321,0,60,60,57,32,0,0,110,2863,0,20822,81928,0,24,5052,0,0,51,4274,1666,0,0,1290,90,0,0,75,176,90,14091,887,1477,0,0,11,42576,758,0,194208,23,109785,0,0,0,890,27041,0,0,0,26,0,15489,703,8,3233,0,0,0,0,8,1510,1090,0,0,0,0,391,0,7406,15136,465,76644,83,0,617,12941,0,1819,24294,836,6251,0,13046,55,0,0,14380,0,42,12842,0,0,0,36,25,10114,25,2133,0,0,0,2328,0,0,57,0,294,13,0,0,11211,15,11,233,0,0,2299,0,81,0,392,28907,0,0,377,1846,2532,0,0,0,0,0,4530,881,40,0,1494,840,55,0,694,13525,39,0,0,0,0,0,0,0,0,41421,4170,0,18,247,667,0,55,0,0,118833,719,1440,3726,492,394824,38624,0,0,915,1943,35250,663,3248,105,0,0,0,0,0,4930,2834,234,0,0,26179,858,2874,10550,342,16312,0,0,403,0,30,0,0,128903,25630,23,30
Algeria,Africa,Northern Africa,12,247537,2933,8796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,,,,,,1096,,,,,,,,,,,,,,,,,,2037,,10678,,,,1043,,,3182,,,,1685,,,,1726,,,3276,,,,,,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,,,,,,,,,,5532,,,,,,,,,,16301,,,,,44616,2250,,,,,4329,,,,,,,,,,,,,,,,,1128,,1542,,,,,,,,128903,3334,,
Egypt,Africa,Northern Africa,818,274001,2835,8505,183,105,771,,,25,,15,218,140,,410,526,29,13,350,221,,243,489,,32,,,,,55,,114,,60,60,57,32,,,110,552,,51,290,,24,669,,,51,791,65,,,200,90,,,75,176,90,114,263,323,,,11,,185,,462,23,569,,,,217,2487,,,,26,,6725,205,8,1112,,,,,8,125,81,,,,,117,,1083,2508,132,9278,83,,617,3641,,1004,4567,185,120,,2605,55,,,2767,,42,4368,,,,36,25,2456,25,188,,,,136,,,57,,71,13,,,924,15,11,233,,,864,,81,,102,706,,,106,473,538,,,,,,954,331,40,,348,260,55,,211,6521,39,,,,,,,,,7128,370,,18,55,125,,55,,,17739,195,,361,195,117556,24677,,,308,1188,6606,113,937,105,,,,,,681,779,42,,,76,149,623,2737,127,5257,,,98,,30,,,,4961,23,30
Libya,Africa,Northern Africa,434,625212,,,259,244,2910,,,,,,,207,,607,610,,,784,1013,,617,547,,,,,,,267,,207,,,,,,,,,2311,,,696,,,2493,,,,3483,326,,,483,,,,,,,352,624,1154,,,,17029,573,,1607,,1484,,,,673,4075,,,,,,5699,498,,2121,,,,,,,252,,,,,274,,3926,10591,333,55518,,,,5424,,815,16545,651,271,,8756,,,,8972,,,,,,,,,6422,,274,,,,290,,,,,223,,,,3972,,,,,,1435,,,,290,2311,,,271,1373,1994,,,,,,3576,550,,,1146,580,,,483,5874,,,,,,,,,,28761,908,,,192,542,,,,,84755,524,1440,588,297,231990,11697,,,607,755,22509,550,2311,,,,,,,2501,2055,192,,,,709,2251,5863,215,8015,,,305,,,,,,17335,,
Morocco,Africa,Northern Africa,504,54379,7689,3103,,,9103,,,,,,,,,,,,,,,,,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,,,,,,,,,,,,,,,,1260,,,,,,,,,,14916,,,,,,977,,,,,,,,,668,,,,,,,,,,,1162,,,,1285,,,,,,,,,,,915,,,797,,,,,,,,,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224,,,,,,,,,,,,2777,,,,,,,,1388,,,,,,,,,1748,,,,,,,,822,,1239,,,,,,,,,,,
Sudan,Africa,Northern Africa,729,541994,,37268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20771,80942,,,1890,,,,,,,,,,,,,,,13625,,,,,,23620,,,192139,,107732,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397,,,,,,,,,,,,5860,,,,,,,,,2676,,,,,,,,1171,,,,,,,,,,,,,,,,,,,,,,,,25762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,0,,,,,,,,,,,,,,,,,,,,,,,26103,,,,,,,,,,,,,,,,
Tunisia,Africa,Northern Africa,788,35040,2483,4083,,,9577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,607,,,,,,,,,,,,,667,,,,,,,,,,4577,,,,,,992,,,,,,,,,,,,,,,,,,,,8,,,,1548,,,,,,,,,,,,,,1725,,,,,,,,220,,,,414,,,,,,,,,6315,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,662,,,,,,418,,,,,,,,,,,,,,,,,,,259,,,,,,,,,,,
Southern Africa,Africa,Southern Africa,913,1439426,13654,38865,92,81,725,0,0,60257,0,487,1227,66,0,4382,3304,0,52,133,1289,15,119,4130,0,258,30,0,81,0,101,21603,2009,11,11,1981,74,3799,0,0,1347,3242,0,59,0,0,365,17207,800,0,294,97,10958,0,0,605,496,1466,0,2435,1067,174,20420,1571,0,0,0,0,2470,0,0,284,72,1777,0,0,23,403,4309,0,0,155,90,0,38156,3539,27,4474,0,0,0,0,45,95,15,28,0,0,0,0,16,25962,698,381,82,6424,0,2327,12727,96,985,28,0,9690,0,45,18,16,208,507,136064,401,118,0,199,58,572,33695,451,28,53,169,0,0,0,5380,0,142,0,13,0,0,0,538,300451,107,53250,11,63,10871,0,1615,54,10,9640,10,13,835,16,5721,0,29,29,59,101,999,5058,23182,0,0,862,0,166,834,2155,2797,112,13,0,0,0,0,0,0,307,1400,1921,536,416,451,0,209,0,0,9414,43191,0,1079,1518,48,1710,0,38070,479,1419,58,0,511,60,0,0,0,0,13,57,597,0,0,0,3976,2154,89,153893,7635,10230,0,57,0,0,149,80,0,0,41,38030,185073
Botswana,Africa,Southern Africa,72,88829,1146,10517,,,,,,1992,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,2262,,,,,,,,,,,,,,,1903,200,,,,,,,,,,,,,,,,,,,,,653,,,,,,,,,,,,,,,,,5090,,,,364,,,317,,,,,395,,,,,,,1829,,,,,,359,2579,,,,,,,,1056,,,,,,,,,665,,1036,,,370,,,,,422,,,227,,374,,,,,,,,270,,,,,,,,,,,,,,,,,,,,147,,,,,,,,20917,,,1029,,,,391,254,,,,,,,,,,,,,,,,902,,,3600,1666,507,,,,,,,,,,7203,17752
Lesotho,Africa,Southern Africa,426,6290,1536,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,23,,4,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492,,,,,,,36,,,,,,,,,,,,,,,,,132,,,,82,86,,,,,,,,,,67,67
Namibia,Africa,Southern Africa,516,106274,443,1802,45,,503,,,38464,,487,52,66,,557,633,,52,51,34,,,191,,162,,,,,,683,555,,,32,74,404,,,123,196,,,,,34,3224,,,,,1160,,,32,,706,,,79,105,3304,118,,,,,181,,,,,219,,,,82,557,,,,90,,9406,149,,,,,,,,56,,,,,,,,700,94,32,,63,,113,856,,118,,,1152,,,,,,48,131,,37,,,45,,383,,,,,,,,111,,,,,,,,,143,,,,,536,,52,,,1020,,,56,,173,,,,,,256,175,450,,,37,,,32,472,372,,,,,,,,,,32,,59,170,,,,,,97,8802,,357,,,207,,204,105,445,,,77,,,,,,,,37,,,,500,267,,1783,1140,1090,,,,,,,,,,3139,14995
South Africa,Africa,Southern Africa,710,1210936,9837,21395,47,81,222,,,19714,,,1175,,,3570,2671,,,82,1255,15,119,3939,,96,30,,81,,101,20747,1454,11,11,1949,,3247,,,1224,2821,,59,,,331,11605,800,,294,97,9749,,,573,496,760,,2435,988,69,15102,1253,,,,,2289,,,284,72,1538,,,23,321,3752,,,155,,,28097,3304,27,4474,,,,,45,39,15,28,,,,,16,19953,604,349,82,5997,,2214,11554,96,867,28,,8143,,45,18,16,208,459,133937,372,81,,199,13,213,30697,451,28,53,169,,,,4213,,142,,13,,,,538,289475,107,52210,11,63,9965,,1550,54,10,8198,10,13,552,16,4955,,29,29,59,101,743,4883,22462,,,825,,166,802,1683,2341,112,13,,,,,,,307,1368,1921,330,246,451,,209,,,9254,,,722,489,48,1503,,37439,120,974,58,,434,60,,,,,13,57,560,,,,2403,1887,89,148510,4747,8357,,57,,,149,80,,,41,27621,152259
Swaziland,Africa,Southern Africa,748,27097,692,4166,,,,,,87,,,,,,30,,,,,,,,,,,,,,,,69,,,,,,148,,,,15,,,,,,,,,,,49,,,,,,,,,,111,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,29,,,,,,,,,,,,,,,,,,,,,,,10145,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,63,10980,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,190,,,,,,,,,,,
Western Africa,Africa,Western Africa,914,5295046,97967,270249,0,0,7854,0,0,1554,0,0,73,0,0,27,0,0,0,0,0,0,0,581,0,339265,0,0,0,0,0,0,1476,0,0,0,1288733,0,1076,0,19063,1178,0,1359,17540,0,0,1605,0,0,0,0,17244,0,0,563192,0,235,0,0,0,4,604,0,0,0,0,0,255,0,71,0,0,25,0,0,0,0,27884,0,0,18169,16476,0,3359,264236,0,0,0,0,0,0,0,304085,48573,0,0,0,0,0,0,1634,0,136,84,0,0,38,934,0,113,0,0,13,0,31,0,0,0,7690,0,286827,4250,0,0,7,0,0,0,0,624615,0,0,0,72211,0,0,5,0,0,0,0,0,3802,51,0,0,0,0,394,0,0,0,236355,154475,0,0,0,0,73,0,0,0,0,4,31,53,2362,0,0,394,0,0,0,2043,1829,0,0,0,0,0,0,0,2724,3083,209952,0,0,80210,0,0,0,0,0,0,309,0,434,24,149,541,0,0,488,248,261,0,0,0,13,272462,0,0,0,245,0,0,0,0,0,223,68,2962,10,6120,54,0,0,0,0,0,0,0,0,0,0
Benin,Africa,Western Africa,204,171499,1716,24355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952,,,,,,,,489,,,,,,,,1335,,,9604,,,,,,,,,,,,,,,,,,,,,,,1256,,,,,,,7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,52954,31171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33628,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Africa,Western Africa,854,596972,10999,28253,,,,,,,,,,,,,,,,,,,,,,3540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37118,,,,,,,,,,,,,,,,,,,,,,,10807,4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3417,,,,,,,,,,,,,,,,,,,,,,,,,13040,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Africa,Western Africa,132,12700,136,751,,,,,,1283,,,7,,,,,,,,,,,17,,,,,,,,,203,,,,,,,,,,,,,,,37,,,,,,,,11,,99,,,,,,,,,,,,,,,,,,,,,183,,,13,9,,53,67,,,,,,,,249,2984,,,,,,,,,,,,,,349,,3,,,,,,,,,,,,,,,7,,,,,11,,,,,,,5,,,,,,,51,,,,,59,,,,,395,,,,,,,,,,4,,,1023,,,,,,,382,,,,,,,,,2698,,1025,,,23,,,,,,,,,94,,,,,,,21,,,,,13,,,,,,,,,,,34,,40,,307,54,,,,,,,,,,
Côte dIvoire,Africa,Western Africa,384,2010824,29370,31808,,,,,,,,,,,,,,,,,,,,,,51984,,,,,,,,,,,1162273,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,,,52935,,,,,,,,101514,315,,,,,,,,,,,,,,,,,,,,,,,,,,,58220,3961,,,,,,,,363010,,,,8241,,,,,,,,,,,,,,,,,,,48659,35940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19599,,,633,,,,,,,,,,,,,,,,,,,,,,41721,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,Africa,Western Africa,270,181905,1758,3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38128,11643,,,,,,,,,,,,,,,,,,,,,,,,,,,968,,,,,,,,,8737,,,,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111877,,,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Africa,Western Africa,288,304436,6836,10625,,,11,,,,,,,,,27,,,,,,,,,,14044,,,,,,,11,,,,65321,,,,96,231,,,13,,,190,,,,,,,,25762,,,,,,,25,,,,,,32,,,,,25,,,,,183,,,,30,,,,,,,,,,,115,,,,,,,,712,,,,,,38,193,,46,,,13,,,,,,823,,50459,,,,,,,,,5631,,,,14,,,,,,,,,,,,,,,205,,,,6629,23321,,,,,73,,,,,,31,53,,,,,,,,73,420,,,,,,,,,,83,,,3354,,,,,,,,,,24,,28,,,,163,58,,,,,86196,,,,,,,,,,,,1524,10,685,,,,,,,,,,,
Guinea,Africa,Western Africa,324,229611,837,2308,,,,,,,,,,,,,,,,,,,,467,,5346,,,,,,,560,,,,1088,,220,,,673,,,,,,302,,,,,,,,7307,,136,,,,,,,,,,,,,,,,,,,,,3733,,,,1842,,1928,3039,,,,,,,,,6364,,,,,,,,,136,,,,,229,,60,,,,,,,,,1935,,98658,,,,,,,,,35367,,,,870,,,,,,,,,,,,,,,,,,,3166,2068,,,,,,,,,,,,,537,,,313,,,,1085,,,,,,,,,,1549,15396,,,27115,,,,,,,,,132,,,,,,,,65,,,,,3337,,,,,,,,,,189,,,,1254,,,,,,,,,,,
Guinea-Bissau,Africa,Western Africa,624,20736,577,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,1472,,,,,,,,,,,4813,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,,,,,,,,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,,,,,,,,,,,,9265,,,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,
Liberia,Africa,Western Africa,430,87188,2599,6370,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,223,,,,,107,,,,,,,,,,,,,,7592,,,,,,,,,,,,,,,,,,,,,,,128,,,,504,,404,6646,,,,,,,,25289,987,,,,,,,546,,,,,,,109,,,,,,,,,,,1852,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,130,,,,491,2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,26426,,,,,,,,,124,,,,,,488,64,,,,,,227,,,,,,,,,,,,499,,1236,,,,,,,,,,,
Mali,Africa,Western Africa,466,256797,6969,62790,,,2260,,,271,,,,,,,,,,,,,,,,2118,,,,,,,,,,,22190,,,,2313,,,1105,,,,307,,,,,15735,,,48527,,,,,,,,,,,,,,,,,,,,,,,9575,,,17459,2323,,,9745,,,,,,,,16303,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292,,,,,,,,,,,,,5499,,,,,,,,,,,,,,,,,,,4693,6216,,,,,,,,,,,,,,,,,,,,374,,,,,,,,,,,8533,,,4800,,,,,,,,,,,,,,,,,,,,,,3493,,,,,,,,,,,,,,907,,,,,,,,,,,
Mauritania,Africa,Western Africa,478,58119,56,1979,,,1614,,,,,,66,,,,,,,,,,,60,,545,,,,,,,158,,,,,,,,388,50,,,51,,,157,,,,,,,,290,,,,,,,64,,,,,,223,,,,,,,,,,,,,84,,,,205,,,,,,,,3068,1188,,,,,,,,,,84,,,,54,,,,,,,31,,,,117,,,137,,,,,,,,7547,,,,,,,,,,,,,339,,,,,,,,,,149,,,,,,,,,,,,,,,,,69,,,,60,,,,,,,,,,302,38053,,,,,,,,,,,,84,,149,,,,,,138,,,,,139,,,,245,,,,,,,68,,,108,,,,,,,,,,,
Niger,Africa,Western Africa,562,124461,1937,8080,,,446,,,,,,,,,,,,,,,,,,,17388,,,,,,,,,,,18763,,,,404,,,,733,,,,,,,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,43840,,,,,,,,,,,,,,,,,,,,,,,,18873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115,,,,,,,,,,,,,,,513,,,,,,,,,,9419,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Africa,Western Africa,566,648019,20243,46047,,,,,,,,,,,,,,,,,,,,,,190218,,,,,,,,,,,,,,,14534,,,,15767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11101,,,,,,,,,86989,,,,,,,,,,,,,,,,,,,,,,,60923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202,,,,,,,,,,,,,,,,,,,,,,79819,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,Africa,Western Africa,654,487,39,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,
Senegal,Africa,Western Africa,686,238298,12201,24402,,,3523,,,,,,,,,,,,,,,,,,,3034,,,,,,,544,,,,,,,,852,,,,,,,,,,,,,,,2362,,,,,,,,,,,,,,,,,,,,,,,11647,,,,4335,,733,1500,,,,,,,,43297,24985,,,,,,,,,,,,,,,,,,,,,,,,,927,,,,,,,,,,,28788,,,,53740,,,,,,,,,3463,,,,,,,,,,1421,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,12523,,,,,,,,,,,,,,,,,,,,,,1405,,,,,,,,,,,,,,672,,,,,,,,,,,
Sierra Leone,Africa,Western Africa,694,149615,358,617,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,32,,2,,,35,,,,,,260,,,,,,,,68,,,,,,4,,,,,,,,,,,,,,,,,,,,,4873,,124,1214,,,,,,,,69090,21,,,,,,,376,,,,,,,,,4,,,,,,,,,2036,,64137,,,,,,,,,1815,,,,131,,,,,,,,,,,,,,,,,,,149,1967,,,,,,,,,,,,,,,,12,,,,69,,,,,,,,,,,684,,,,,,,,,,221,,,,,,,,,,,,,,,38,,,,,,,,,,,,567,,469,,,,,,,,,,,
Togo,Africa,Western Africa,768,203379,1336,17814,,,,,,,,,,,,,,,,,,,,37,,50774,,,,,,,,,,,11891,,25,,476,26,,254,487,,,352,,,,,174,,,2377,,,,,,,515,,,,,,,,71,,,,,,,,1071,,,613,727,,117,32648,,,,,,,,2219,86,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,3674,,,,95,,,,,,,,,,,,,,,,,,,46314,26719,,,,,,,,,,,,,,,,,,,,,1409,,,,,,,,26,,689,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
Asia,Asia,Asia,935,53371224,922119,2195332,3522500,3705,38816,0,0,1269,0,17664,38359,200965,63,54633,21405,490525,0,40250,5312449,0,144626,15247,0,6,0,115866,283,0,2437,6,301580,72,33319,486947,0,3,67,403606,38,59144,0,10,5836,0,3305,3962694,190438,95834,2486,0,525,0,87,8,314,172,0,10327,1589,61691,509,6813,3,0,7,462,1425039,7,0,13616,3023,156765,0,0,197,3373,76233,0,0,0,0,129350,508559,2039,3,83409,0,0,45,1001,151,0,0,0,21,0,3,15801,117,6711774,2332528,107270,903163,3068,0,85551,16610,10,88006,309076,96100,3073,0,62164,31676,617631,9175,116005,0,0,26428,0,17606,50,6,6,1101778,956,0,63,0,0,317,342,0,4364,0,0,9268,0,0,170541,7,1631480,3,0,1049491,35984,0,13541,7,30,12616,0,0,17334,11121,2881314,596,13,211,6,64863,1198146,108777,3395,54,11688,744733,37834,0,137698,3950615,2,0,0,0,0,0,0,0,0,57055,70,1789,18,3,93519,0,435,150,0,101896,16126,9630,6961,617572,2377612,373950,127,73,9310,17584,600248,62368,210100,138351,79573,0,0,0,10,35640,126347,11199,0,0,819,650077,68971,213978,310,323491,24,5745,402364,0,600,276863,0,0,557852,884,203
Central Asia,Asia,Central Asia,5500,5238699,28941,63420,12636,0,133,0,0,0,0,0,0,26135,0,0,66,78557,0,0,0,0,106703,0,0,0,0,0,0,0,0,0,0,0,25,3570,0,0,0,0,0,51,0,0,0,0,0,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,53408,0,134,0,0,0,0,0,0,0,0,1788,0,0,0,0,187,0,0,0,0,0,8437,198245,0,0,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,4697,65,0,0,0,0,0,0,0,58536,0,0,0,22342,0,2295,0,0,0,0,0,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,112,0,24,0,0,0,0,38,108,0,0,0,0,0,0,29090,0,0,0,27190,14997,0,634,3611252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,28567,0,0,0,0,0,0,0,0,41166,3661,0,0,0,464254,0,321,0,280,24,0,329304,0,0,152,0,0,0,25,0
Kazakhstan,Asia,Central Asia,398,3102962,,,,,,,,,,,,7657,,,,40508,,,,,57891,,,,,,,,,,,,,3570,,,,,,,,,,,,1811,,,,,,,,,,,,,,51580,,,,,,,,,,,932,,,,,,,,,,,2742,182830,,,6570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5639,,932,,,,,,3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24471,,,,26725,10088,,,2122379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13244,,,,,,,,,39266,879,,,,283038,,,,,,,216537,,,,,,,,
Kyrgyzstan,Asia,Central Asia,417,312897,3569,3387,,,,,,,,,,3635,,,,7087,,,,,15285,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,1669,,,,,,,,,,,856,,,,,187,,,,,,5017,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,19819,,,,,,1363,,,,,,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580,,,,465,4106,,634,172466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3107,,,,,,,,,1108,1516,,,,41787,,,,,,,12914,,,152,,,,,
Tajikistan,Asia,Central Asia,762,280444,98,210,12636,,133,,,,,,,199,,,66,173,,,,,694,,,,,,,,,,,,25,,,,,,,51,,,,,,50,,,,,,,,,,,,,,159,,134,,,,,,,,,,,,,,,,,,,,678,137,,,,,,,,,,,,,,,,,630,,1221,65,,,,,,,,857,,,,11502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,112,,24,,,,,38,108,,,,,,,39,,,,,803,,,238677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,792,456,,,,1233,,321,,280,24,,7688,,,,,,,25,
