Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
WORLD,WORLD,WORLD,900,2.44E+08,2139539,7644005,4843117,1122910,1763771,2035,7571,555403,2406,65489,940273,937299,16724,526579,575828,1146769,40095,55964,7205410,98464,1485323,530990,59884,615852,17046,44190,799605,8920,1650772,58346,1544024,4624,46237,1176390,1453378,284187,165732,1187142,328604,1286176,1569,440745,208137,20335,612409,9546065,1041264,140395,2638852,116516,220501,21505,133185,850105,865147,1426380,69893,177185,932582,112783,1403757,250675,15927,69817,1304493,1101923,3268970,1436158,81029,499916,198042,753492,14284,1124,204934,295077,2145975,4372,1337,63209,89639,838430,4045411,801710,13065,871643,17552,65812,10610,2144,1017517,426941,101828,460286,1195240,182,648520,595937,38496,15575724,3876739,1123383,1479966,882022,10957,342585,2900924,1067455,797496,699719,4075738,455889,4717,187871,760847,1345075,337678,798140,363763,276630,141623,3870,544120,61058,169984,302515,1835252,2844,1005607,103392,6901,13618,119334,168255,6602,12339062,19798,28626,59266,138356,17744,2834641,713867,2881797,145852,2391,1629306,981434,6330,802335,638958,356793,1093644,5355,2649,193477,21333,5935193,2552,142706,4631,845373,1409676,5316320,4449789,2306321,1768384,25681,2345840,888610,3028,3408118,10576766,315866,3958,39132,55414,435,60424,113139,2303,35833,270029,586870,964585,11772,145003,313884,23811,341620,140490,3833,1998764,841120,634613,1251004,1637385,3551185,1890861,267800,95671,333428,664557,5011509,589748,854327,516024,37311,446982,2255,56524,363332,651044,3114471,242948,1878,3472,736017,5825745,136557,4917460,294531,3023657,3407,346976,1991040,8583,606344,2558678,7843,91034,1012889,238121,856345
Africa,Africa,Africa,903,20649557,350543,1586186,677,599,40194,0,0,317380,0,448,2813,491,0,10180,7506,37,62,1637,13166,30,1290,13505,0,584924,62,0,164,0,583,51832,6093,23,100,4328,1425661,255655,19862,0,120292,13280,0,421734,190057,0,669,49332,1757,0,604,79274,114996,0,0,675031,1135,3168,0,5381,2435,592,1192697,4502,5544,0,0,14,48253,945,60698,330741,179,174421,0,0,47,1875,243082,0,0,39377,20928,0,77731,403038,65,13926,0,0,0,0,102,330032,60104,56,0,0,0,487,32,103582,20408,1550,96630,13947,0,5744,46082,197,4763,30373,1039,108050,0,16406,92,32,427,30443,362194,180275,27289,0,431,71,36177,280881,13630,126,902279,348,0,0,88654,16915,6507,369,0,393,17,0,0,17837,628844,232,138719,23,307,26312,0,3363,110,345382,375435,21,28,2103,2330,17870,0,58,62,121,211,8201,11362,74133,0,1860,3794,70,1190,2631,27750,285975,242,26,0,0,0,0,0,16655,56652,272160,4132,1553,61267,1756,0,499,43,0,1276600,109442,615130,9135,5346,494396,1190255,0,92231,2051,5387,183929,823,5295,257,8,390662,0,0,26,7088,4785,290,0,0,597176,5738,3824,357929,173037,54265,71,117,502,0,343,164,0,90939,32482,164304,603246
Eastern Africa,Africa,Eastern Africa,910,6129113,102542,457137,0,0,0,0,0,19059,0,0,0,0,0,522,0,0,0,0,8696,0,0,806,0,0,0,0,0,0,0,6066,0,0,0,0,0,210640,6776,0,892,830,0,4574,5184,0,0,8480,23,0,0,73767,35974,0,0,0,0,43,0,0,0,154,874013,180,3705,0,0,0,5375,0,0,165038,0,65255,0,0,0,0,106356,0,0,0,0,0,1800,179,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,40502,142,0,0,50,0,0,1261,0,307,0,0,85553,0,0,0,0,0,0,7989,0,153,0,0,0,35030,199274,61,38,432,0,0,0,0,5805,6507,0,0,0,0,0,0,0,166964,0,2278,0,177,221,0,0,0,0,4637,0,0,0,0,2853,0,0,0,0,0,707,0,4420,0,0,180,0,850,0,461,156766,0,0,0,0,0,0,0,0,0,131,0,498,0,0,0,0,0,0,1058550,40846,469047,114,1726,0,748888,0,88,0,105,0,0,239,0,0,0,0,0,0,0,0,0,0,0,574491,0,0,13555,158363,3694,0,0,0,0,0,0,0,0,410,87781,82861
Burundi,Africa,Eastern Africa,108,286810,3242,20599,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167768,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,,,,28008,,,,,,,,,,,,
Comoros,Africa,Eastern Africa,174,12555,597,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,9651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,
Djibouti,Africa,Eastern Africa,262,112351,1679,5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,
Eritrea,Africa,Eastern Africa,232,15941,693,1533,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,,,,,,,,,,135,,,,192,,,,,,,,,,,1688,,,,,,,,,,,108,,,,,436,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,351,,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,,,,,,,,,,,,,,,,,,,2457,122,1490,,,,208,,,,,,,,,,,,,,,,,,,1524,,,56,526,,,,,,,,,,,241,324
Ethiopia,Africa,Eastern Africa,231,1072949,17477,52431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,102,,3705,,,,,,,156030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,442910,,375202,,,,24539,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,145,,
Kenya,Africa,Eastern Africa,404,1084357,21112,39318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4345,,,,,,,,,,,,,,,,,,,,,,,,,11292,,,,,,,,,2127,,36889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330,,,,,,,,,,,,,,,,,,,488470,112,92355,,,,7614,,,,,,,,,,,,,,,,,,,333789,,,,39935,,,,,,,,,,,,
Madagascar,Africa,Eastern Africa,450,32075,4785,3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,,,,10953,,,,,,,,,,,,,,,,,,,,,,,,,,,8950,,,,,,,,,,,,,,,,,,,,,,,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,Africa,Eastern Africa,454,215158,11708,35136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250,,,,,,,,,,,,,,,1395,,,,,,,,,,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4576,,,,,,,,,,,,,,,,,,,54,8174,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,9507,,,,,,,,,,,42362,36753
Mauritius,Africa,Eastern Africa,480,28585,191,1361,,,,,,,,,,,,,,,,,8327,,,118,,,,,,,,,,,,,,,,,,36,,,,,,2951,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505,,,,,,136,,,,,,,,,,,,,,,,,8651,,,,50,,,146,,9,,,,,,,,,,,,,,,,2277,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,49,,,,,,,,,,,,,124,,,,,,,,622,,27,1126,,,,,,105,,,,,,,,,,,,,,,,,,454,,49,,,,,,,,,,,
Mayotte,Africa,Eastern Africa,175,76992,796,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59811,,,,,,,,,,,,,,,,,,,,,,,,,,,10050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Africa,Eastern Africa,508,222928,16299,56131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776,,,,,,,,,,,,,,,,,,,,,,,,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434,,,,,,,,,,,,,,,,,,,7840,,,,,,,77488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282,,,,,,,,4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,8897,,,,,,,,,,,,,,,,,,,,,,,,,,,,7652,,,,,,,,,,,5943,25429
Réunion,Africa,Eastern Africa,638,127209,5181,7428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,84056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16763,,,,,,,,,5059,6507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Africa,Eastern Africa,646,441525,2583,6267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64501,,,,,,,,,,,,,,,,,,,,,,,,,230622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92195,,,,42776,,,,,,,,,,,,
Seychelles,Africa,Eastern Africa,690,12791,144,251,,,,,,,,,,,,52,,,,,221,,,38,,,,,,,,,,,,,,,,,,,,,,,,512,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,240,,,,,,85,,,,,,,,,,,,,,,,,6489,142,,,,,,122,,,,,411,,,,,,,,,,,,,804,,,38,,,,,,554,,,,,,,,,,,,,177,,,,,,137,,,,,25,,,,,,707,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,64,256,,25,600,,,,,,,,,239,,,,,,,,,,,,28,,,291,,,,,,,,,,,,,
Somalia,Africa,Eastern Africa,706,25291,7719,15459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,Africa,Eastern Africa,728,824122,,2497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4574,5184,,,,,,,,,,,,,,,,,,82755,,,,,,5145,,,3318,,12786,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414,,,,,,,,,,,,9558,,,,,,,,,153,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,3537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552391,,,,,,,,,,,,,,,,,,,140607,,,,,,,,,,,,,,,,
Uganda,Africa,Eastern Africa,800,749471,48,47290,,,,,,,,,,,,,,,,,148,,,45,,,,,,,,,,,,,,45345,,,,275,,,,,,423,,,,,,,,,,,,,,154,303580,180,,,,,,,,3529,,1070,,,,,257,,,,,,241,,,42,,,,,,,,,,,,,,4065,,,,,,,418,,210,,,43512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,221,,,,,,,,,,691,,,,,,,,,,,180,,,,316,76861,,,,,,,,,,,,,,,,,,,28586,,,62,,,164136,,,,,,,,,,,,,,,,,,,,,,1241,25321,994,,,,,,,,,,,
United Republic of Tanzania,Africa,Eastern Africa,834,261222,2910,4300,,,,,,1249,,,,,,,,,,,,,,,,,,,,,,141,,,,,,87099,,,,294,,,,,,,,,,596,25017,,,,,,,,,,58250,,,,,,,,,,,,,,,,,,,,,,967,,,,,,,,,,,,,,,,,8010,,,,,,,575,,,,,27247,,,,,,,149,,,,,,,6907,,,,,,,,192,,,,,,,,,14651,,644,,,,,,,,,,,,,668,,,,,,,,,,,,,,,,581,,,,,,,,,,,,374,,,,,,,2967,712,,,,,,,88,,,,,,,,,,,,,,,,,4857,,,1061,,1291,,,,,,,,,,8573,852
Zambia,Africa,Eastern Africa,894,127915,1652,18922,,,,,,17464,,,,,,470,,,,,,,,,,,,,,,,2639,,,,,,3014,,,892,225,,,,,,2480,,,,,9562,,,,,,,,,,13409,,,,,,230,,,,,,,,,,78,,,,,,371,179,,,,,,,,,,,,,,,,5349,,,,,,,,,88,,,785,,,,,,,,,,,,,,11258,,,229,,,,,,,,,,,,,,2010,,1566,,,,,,,,963,,,,,,,,,,,,,,,,,,,,,3438,,,,,,,,,,131,,,,,,,,,,3341,,,,,,,,,,,,,,,,,,,,,,,,382,,,1432,4493,1360,,,,,,,,,,,19503
Zimbabwe,Africa,Eastern Africa,716,398866,3726,137791,,,,,,,,,,,,,,,,,,,,,,,,,,,,3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102849,,,,,,,,,,,,,,,,,94382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610,,,,,,,,,,,,,,,,,,,,,,,,,,,7560,,,,,,,,,,,,30662,
Middle Africa,Africa,Middle Africa,911,2307688,34917,165925,0,0,71,0,0,229482,0,0,0,0,0,10,21,0,0,0,0,0,0,324,0,50832,0,0,0,0,0,0,0,0,0,0,4526,39171,11822,0,81828,512,0,401006,77719,0,0,1148,0,0,0,0,21434,0,0,2243,0,536,0,7,0,104,239985,2,0,0,0,0,38,0,60591,0,0,0,0,0,0,0,39470,0,0,4816,0,0,862,4119,0,147,0,0,0,0,0,7122,0,0,0,0,0,0,0,0,0,0,0,10,0,11,456,0,21,0,0,0,0,0,0,0,0,2786,0,3270,1307,0,0,0,0,0,0,0,76231,0,0,0,3149,0,0,0,0,0,0,0,0,463,399,0,1012,0,0,155,0,0,0,11186,100491,0,0,0,0,0,0,0,0,0,0,0,0,17087,0,0,126,0,0,0,2712,123639,0,0,0,0,0,0,0,14902,0,35434,0,0,0,0,0,0,43,0,0,7205,8749,1279,0,0,388632,0,0,12,145,19,0,0,0,0,17346,0,0,0,145,7,0,0,0,6224,0,0,196,0,1699,0,0,0,0,0,0,0,0,0,350,0
Angola,Africa,Middle Africa,24,106845,8221,8650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10459,,,,,,36,,,,,,,,1203,,,46,,,,,,,43192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,,1012,,,,,,,,,,,,,,,,,,,,,15528,,,,,,,,1216,,,,,,,,9123,,,,,,,,,,,,7144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,
Cameroon,Africa,Middle Africa,120,381984,719,1890,,,,,,1964,,,,,,,,,,,,,,,,1844,,,,,,,,,,,,,,,,137,,201957,54160,,,,,,,,2270,,,,,,,,,,3134,,,,,,,,2580,,,,,,,,3547,,,811,,,226,,,147,,,,,,3518,,,,,,,,,,,,,,,390,,,,,,,,,,,,,3270,,,,,,,,,6303,,,,,,,,,,,,,,,,,,,122,,,,8071,81676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,629,,,,,,,,,,,
Central African Republic,Africa,Middle Africa,140,81598,5881,17641,,,,,,,,,,,,10,21,,,,,,,,,,,,,,,,0,,,,,,,,,186,,,10029,,,,,,,,,,,,,,,7,,,17219,2,,,,,38,,,,,,,,,,9583,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,66,,,,,,,,,,,,,,,,,,,,,,301,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,73,,,,,,,,,43,,,52,0,,,,19546,,,12,145,,,,,,9,,,,,7,,,,,,,,,548,,,,,,,,,,,
Chad,Africa,Middle Africa,148,516968,1458,11886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36938,,,93259,,,,,,,,,852,,,,,,,,,,306,,,,,,,,,,,,,,,,1056,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115,2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Africa,Middle Africa,178,392996,4515,6778,,,,,,41238,,,,,,,,,,,,,,,,15194,,,,,,,,,,,,,,,11300,,,32696,10565,,,924,,,,,,,,,,536,,,,,170368,,,,,,,,1582,,,,,,,,10320,,,3163,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,,,,,,,,,,,33918,,,,3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441,,,,,,,2576,25119,,,,,,,,,,13265,,,,,,,,,,,,,,,,,,,,,,,,,2437,,,,,,,,,,,,,,166,,,,,,,,,,,
Democratic Republic of the Congo,Africa,Middle Africa,180,545694,12128,111898,,,,,,185205,,,,,,,,,,,,,,,,,,,,,,,,,,,,39062,,,,,,73094,,,,,,,,,6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97168,,,,,,,,,,,,,,,,,,,,,8749,,,,5621,,,,,,,,,,,,,,,,,,,6224,,,,,,,,,,,,,,,,
Equatorial Guinea,Africa,Middle Africa,226,10825,634,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4561,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,,,,,,,,,,,,,,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,Africa,Middle Africa,266,268384,1345,5697,,,71,,,717,,,,,,,,,,,,,,324,,33794,,,,,,,,,,,4526,109,,,32792,189,,,2929,,,224,,,,,10564,,,2197,,,,,,104,5766,,,,,,,,56283,,,,,,,,10403,,,,,,57,4119,,,,,,,,3222,,,,,,,,,,,,,,11,,,21,,,,,,,,,1619,,,,,,,,,,,35709,,,,,,,,,,,,,463,,,,,,,,,,,15479,,,,,,,,,,,,,,,,126,,,,,136,,,,,,,,4213,,19746,,,,,,,,,,9,,,,,,,,,,19,,,,,14900,,,,145,,,,,,,,,,356,,,,,,,,,,,
Sao Tome and Principe,Africa,Middle Africa,678,2394,16,40,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Africa,Africa,Northern Africa,912,2159048,22372,56346,555,435,28761,0,0,32,0,19,279,434,0,1272,1426,37,17,1416,1533,0,1072,2727,0,42,0,0,0,0,399,0,401,0,77,77,74,42,0,0,859,3557,0,13554,75745,0,31,5041,0,0,65,5308,2398,0,0,1500,115,0,0,96,225,115,1380,1107,1839,0,0,14,37457,945,0,164099,30,64022,0,0,0,1108,47388,0,0,0,33,0,19955,876,11,4040,0,0,0,0,11,2115,1420,0,0,0,0,487,0,7506,18875,579,96367,107,0,790,16820,0,2291,30317,1039,3064,0,16284,70,0,0,18185,0,53,21673,0,0,0,46,32,12642,32,2629,0,0,0,3222,0,0,74,0,367,17,0,0,11885,19,14,298,0,0,2875,0,103,0,487,19126,0,0,470,2298,3148,0,0,0,0,0,5632,1101,51,0,1860,1048,70,0,866,17037,50,0,0,0,0,0,0,0,0,51661,5586,0,23,307,829,0,70,0,0,148188,896,137334,5356,616,494136,48890,0,0,1142,2453,183439,823,4049,134,0,0,0,0,0,6578,3533,290,0,0,1347,1065,3572,13409,427,21050,0,0,502,0,38,0,0,90939,31988,30,38
Algeria,Africa,Northern Africa,12,242391,3744,11230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,1399,,,,,,,,,,,,,,,,,,2600,,13632,,,,1332,,,4063,,,,2150,,,,2203,,,4182,,,,,,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443,,,,,,,,,,7062,,,,,,,,,,20810,,,,,56961,2873,,,,,5526,,,,,,,,,,,,,,,,,1440,,1968,,,,,,,,90939,4257,,
Egypt,Africa,Northern Africa,818,491643,3630,10888,235,134,987,,,32,,19,279,179,,524,674,37,17,448,283,,311,626,,42,,,,,70,,146,,77,77,74,42,,,141,707,,65,371,,31,856,,,65,1013,83,,,256,115,,,96,225,115,146,337,414,,,14,,237,,2368,30,1457,,,,278,3184,,,,33,,8609,262,11,1423,,,,,11,160,103,,,,,149,,1387,3211,168,11877,107,,790,4661,,1286,5846,237,154,,3334,70,,,3542,,53,5591,,,,46,32,3144,32,241,,,,174,,,74,,91,17,,,1183,19,14,298,,,1105,,103,,130,904,,,135,605,689,,,,,,1222,423,51,,446,333,70,,270,8348,50,,,,,,,,,9125,473,,23,70,160,,70,,,22709,249,,463,249,150486,31589,,,394,1521,146837,145,1199,134,,,,,,872,998,53,,,97,191,797,3504,163,6730,,,126,,38,,,,6351,30,38
Libya,Africa,Northern Africa,434,771146,,,320,301,3589,,,,,,,255,,748,752,,,968,1250,,761,675,,,,,,,329,,255,,,,,,,,,2850,,,860,,,3074,,,,4295,402,,,596,,,,,,,434,770,1425,,,,21004,708,,1983,,1831,,,,830,5027,,,,,,7029,614,,2617,,,,,,,310,,,,,338,,4842,13064,411,68477,,,,6690,,1005,20408,802,335,,10800,,,,11067,,,,,,,,,7921,,338,,,,357,,,,,276,,,,4899,,,,,,1770,,,,357,2850,,,335,1693,2459,,,,,,4410,678,,,1414,715,,,596,7246,,,,,,,,,,35474,1120,,,237,669,,,,,104539,647,1776,726,367,286136,14428,,,748,932,27762,678,2850,,,,,,,3084,2535,237,,,,874,2775,7232,264,9885,,,376,,,,,,21380,,
