Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Malawi,Africa,Eastern Africa,454,217722,11849,35553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5314,,,,,,,,,,,,,,,1413,,,,,,,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4631,,,,,,,,,,,,,,,,,,,56,8272,,,,,,,,,,,,,,,,,,,,,,,,,,,1478,9620,,,,,,,,,,,42865,37189
Mauritius,Africa,Eastern Africa,480,24836,159,1180,,,,,,,,,,,,,,,,,7235,,,103,,,,,,,,,,,,,,,,,,32,,,,,,2564,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,,,,,,119,,,,,,,,,,,,,,,,,7517,,,,44,,,127,,8,,,,,,,,,,,,,,,,1979,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,43,,,,,,,,,,,,,108,,,,,,,,541,,24,979,,,,,,92,,,,,,,,,,,,,,,,,,395,,43,,,,,,,,,,,
Mayotte,Africa,Eastern Africa,175,72757,753,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56520,,,,,,,,,,,,,,,,,,,,,,,,,,,9498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Africa,Eastern Africa,508,214612,15691,54030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6524,,,,,,,,,,,,,,,,,,,,,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344,,,,,,,,,,,,,,,,,,,7548,,,,,,,74598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,,,,,,,,4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,8566,,,,,,,,,,,,,,,,,,,,,,,,,,,,7367,,,,,,,,,,,5722,24481
Réunion,Africa,Eastern Africa,638,123029,5011,7184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,81294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16210,,,,,,,,,4893,6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Africa,Eastern Africa,646,436787,2607,16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64931,,,,,,,,,,,,,,,,,,,,,,,,,214283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92808,,,,43060,,,,,,,,,,,,
Seychelles,Africa,Eastern Africa,690,11420,136,231,,,,,,,,,,,,46,,,,,197,,,34,,,,,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,214,,,,,,76,,,,,,,,,,,,,,,,,5788,126,,,,,,109,,,,,366,,,,,,,,,,,,,716,,,34,,,,,,495,,,,,,,,,,,,,157,,,,,,122,,,,,22,,,,,,630,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,58,228,,22,534,,,,,,,,,214,,,,,,,,,,,,25,,,259,,,,,,,,,,,,,
Somalia,Africa,Eastern Africa,706,23995,7352,14724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,Africa,Eastern Africa,728,257905,,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5166,5327,,,,,,,,,,,,,,,,,,67795,,,,,,5287,,,3410,,8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,,,,,,,,,,,,9821,,,,,,,,,177,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,144466,,,,,,,,,,,,,,,,
Uganda,Africa,Eastern Africa,800,529160,49,3010,,,,,,,,,,,,,,,,,149,,,46,,,,,,,,,,,,,,21030,,,,277,,,,,,426,,,,,,,,,,,,,,155,166901,182,,,,,,,,3490,,989,,,,,259,,,,,,243,,,43,,,,,,,,,,,,,,4090,,,,,,,421,,212,,,43824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,223,,,,,,,,,,697,,,,,,,,,,,182,,,,318,76836,,,,,,,,,,,,,,,,,,,11168,,,63,,,166124,,,,,,,,,,,,,,,,,,,,,,1249,25473,1000,,,,,,,,,,,
United Republic of Tanzania,Africa,Eastern Africa,834,308600,2748,4278,,,,,,1186,,,,,,,,,,,,,,,,,,,,,,136,,,,,,112009,,,,282,,,,,,,,,,567,24354,,,,,,,,,,60386,,,,,,,,,,,,,,,,,,,,,,924,,,,,,,,,,,,,,,,,7629,,,,,,,550,,,,,27864,,,,,,,140,,,,,,,7011,,,,,,,,187,,,,,,,,,28177,,613,,,,,,,,,,,,,635,,,,,,,,,,,,,,,,5246,,,,,,,,,,,,355,,,,,,,2273,678,,,,,,,86,,,,,,,,,,,,,,,,,6938,,,1040,,1234,,,,,,,,,,10265,809
Zambia,Africa,Eastern Africa,894,149637,1660,17114,,,,,,37106,,,,,,264,,,,,,,,,,,,,,,,918,,,,,,3243,,,243,200,,,,,,1007,,,,,8481,,,,,,,,,,20933,,,,,,164,,,,,,,,,,70,,,,,,279,175,,,,,,,,,,,,,,,,4630,,,,,,,,,100,,,536,,,,,,,,,,,,,,13467,,,217,,,,,,,,,,,,,,1301,,630,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,7462,,,,,,,,,,142,,,,,,,,,,3072,,,,,,,,,,,,,,,,,,,,,,,,456,,,1286,5918,949,,,,,,,,,,,17106
Zimbabwe,Africa,Eastern Africa,716,397891,5557,106092,,,,,,,,,,,,,,,,,,,,,,,,,,,,3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103281,,,,,,,,,,,,,,,,,117799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18910,,,,,,,,,,,,,,,,,,,,,,,,,,,12174,,,,,,,,,,,,30373,
Middle Africa,Africa,Middle Africa,911,2139979,74895,160910,0,0,65,0,0,294132,0,0,0,0,0,12,24,0,0,0,0,0,0,295,0,44075,0,0,0,0,0,0,0,0,0,0,4115,37785,9031,0,68741,528,0,197525,78552,0,0,899,0,0,0,0,15069,0,0,2030,0,403,0,8,0,95,311563,2,0,0,0,0,44,0,55210,0,0,0,0,0,0,0,36394,0,0,3979,0,0,724,3745,0,153,0,0,0,0,0,6868,0,0,0,0,0,0,0,0,0,0,0,12,0,10,483,0,19,0,0,0,0,0,0,0,0,2350,0,3407,1054,0,0,0,0,0,0,0,64895,0,0,0,2369,0,0,0,0,0,0,0,0,421,334,0,725,0,0,165,0,0,0,10921,99508,0,0,0,0,0,0,0,0,0,0,0,0,12343,0,0,115,0,0,0,2094,143965,0,0,0,0,0,0,0,11644,0,30456,0,0,0,0,0,0,49,0,0,5186,4472,1023,0,0,316141,0,0,14,166,17,0,0,0,0,15390,0,0,0,132,8,0,0,0,33,0,0,204,0,1732,0,0,0,0,0,0,0,0,0,251,0
Angola,Africa,Middle Africa,24,76549,5890,6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7493,,,,,,26,,,,,,,,862,,,33,,,,,,,30944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,725,,,,,,,,,,,,,,,,,,,,,11125,,,,,,,,871,,,,,,,,6536,,,,,,,,,,,,5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,
Cameroon,Africa,Middle Africa,120,289091,2448,6434,,,,,,2046,,,,,,,,,,,,,,,,1921,,,,,,,,,,,,,,,,143,,97713,56426,,,,,,,,2365,,,,,,,,,,3265,,,,,,,,2688,,,,,,,,3695,,,845,,,236,,,153,,,,,,3665,,,,,,,,,,,,,,,407,,,,,,,,,,,,,3407,,,,,,,,,6567,,,,,,,,,,,,,,,,,,,127,,,,8409,82748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,655,,,,,,,,,,,
Central African Republic,Africa,Middle Africa,140,93466,6736,20206,,,,,,,,,,,,12,24,,,,,,,,,,,,,,,,0,,,,,,,,,213,,,11488,,,,,,,,,,,,,,,8,,,19723,2,,,,,44,,,,,,,,,,10976,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,76,,,,,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,84,,,,,,,,,49,,,60,0,,,,22388,,,14,166,,,,,,10,,,,,8,,,,,,,,,628,,,,,,,,,,,
Chad,Africa,Middle Africa,148,416924,1176,9586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29790,,,75211,,,,,,,,,687,,,,,,,,,,247,,,,,,,,,,,,,,,,852,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Africa,Middle Africa,178,419649,3397,5100,,,,,,31028,,,,,,,,,,,,,,,,11432,,,,,,,,,,,,,,,8502,,,24601,7949,,,695,,,,,,,,,,403,,,,,252142,,,,,,,,1190,,,,,,,,7765,,,2380,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,,,,,,,,,,,25520,,,,2369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084,,,,,,,1938,18900,,,,,,,,,,9981,,,,,,,,,,,,,,,,,,,,,,,,,1834,,,,,,,,,,,,,,125,,,,,,,,,,,
Democratic Republic of the Congo,Africa,Middle Africa,180,588950,53504,107006,,,,,,260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,37686,,,,,,,,,,,,,,,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124070,,,,,,,,,,,,,,,,,,,,,4472,,,,626,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,
Equatorial Guinea,Africa,Middle Africa,226,8658,507,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194,,,,,,,,,,,,,,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,Africa,Middle Africa,266,243992,1223,5179,,,65,,,652,,,,,,,,,,,,,,295,,30722,,,,,,,,,,,4115,99,,,29811,172,,,2663,,,204,,,,,9604,,,1997,,,,,,95,5242,,,,,,,,51167,,,,,,,,9457,,,,,,52,3745,,,,,,,,2929,,,,,,,,,,,,,,10,,,19,,,,,,,,,1472,,,,,,,,,,,32463,,,,,,,,,,,,,421,,,,,,,,,,,14072,,,,,,,,,,,,,,,,115,,,,,124,,,,,,,,3830,,17951,,,,,,,,,,8,,,,,,,,,,17,,,,,13546,,,,132,,,,,,,,,,324,,,,,,,,,,,
Sao Tome and Principe,Africa,Middle Africa,678,2700,14,46,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
