Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Northern Africa,Africa,Northern Africa,912,1921613,18113,53401,482,380,22342,0,0,27,0,16,235,378,0,1106,1235,31,14,1237,1348,0,937,2191,0,35,0,0,0,0,351,0,350,0,65,65,62,35,0,0,674,3124,0,16119,72278,0,26,4664,0,0,55,4664,1854,0,0,1249,97,0,0,81,190,97,21057,967,1613,0,0,12,35595,828,0,134445,25,72915,0,0,0,971,41789,0,0,0,28,0,17121,766,9,3522,0,0,0,0,9,1710,1236,0,0,0,0,426,0,6860,16922,507,86274,90,0,666,14353,0,1976,27136,912,3242,0,14563,59,0,0,16052,0,45,18595,0,0,0,39,27,11271,27,2332,0,0,0,2552,0,0,62,0,322,14,0,0,9823,16,12,251,0,0,2502,0,87,0,427,19924,0,0,412,2012,2762,0,0,0,0,0,4942,959,43,0,1631,916,59,0,757,14923,42,0,0,0,0,0,0,0,0,46294,4594,0,19,270,729,0,59,0,0,132982,784,204524,4142,536,438636,42332,0,0,996,2109,39720,724,3539,113,0,0,0,0,0,5427,3090,256,0,0,2161,937,3134,11744,372,18287,0,0,440,0,32,0,0,91905,28619,25,32
Algeria,Africa,Northern Africa,12,244964,3784,11349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,1414,,,,,,,,,,,,,,,,,,2628,,13777,,,,1346,,,4106,,,,2173,,,,2226,,,4226,,,,,,1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458,,,,,,,,,,7137,,,,,,,,,,21031,,,,,57565,2903,,,,,5585,,,,,,,,,,,,,,,,,1455,,1989,,,,,,,,91905,4302,,
Egypt,Africa,Northern Africa,818,295714,3060,9179,198,113,832,,,27,,16,235,151,,442,568,31,14,378,239,,262,528,,35,,,,,59,,123,,65,65,62,35,,,119,596,,55,313,,26,722,,,55,854,70,,,216,97,,,81,190,97,123,284,349,,,12,,200,,499,25,614,,,,234,2684,,,,28,,7258,221,9,1200,,,,,9,135,87,,,,,126,,1169,2707,142,10013,90,,666,3930,,1084,4929,200,130,,2811,59,,,2986,,45,4714,,,,39,27,2651,27,203,,,,147,,,62,,77,14,,,997,16,12,251,,,932,,87,,110,762,,,114,510,581,,,,,,1030,357,43,,376,281,59,,228,7038,42,,,,,,,,,7693,399,,19,59,135,,59,,,19145,210,,390,210,126871,26632,,,332,1282,7129,122,1011,113,,,,,,735,841,45,,,82,161,672,2954,137,5674,,,106,,32,,,,5354,25,32
Libya,Africa,Northern Africa,434,683998,,,284,267,3184,,,,,,,227,,664,667,,,859,1109,,675,599,,,,,,,292,,227,,,,,,,,,2528,,,763,,,2727,,,,3810,357,,,529,,,,,,,385,683,1264,,,,18630,628,,1759,,1624,,,,737,4459,,,,,,6235,545,,2322,,,,,,,275,,,,,300,,4295,11587,365,60735,,,,5934,,892,18101,712,298,,9579,,,,9816,,,,,,,,,7026,,300,,,,317,,,,,245,,,,4346,,,,,,1570,,,,317,2528,,,298,1502,2181,,,,,,3912,602,,,1255,635,,,529,6427,,,,,,,,,,31464,994,,,211,594,,,,,92720,574,1576,644,326,253786,12797,,,664,827,24624,602,2528,,,,,,,2736,2249,211,,,,776,2462,6415,235,8768,,,334,,,,,,18963,,
Morocco,Africa,Northern Africa,504,70909,8607,3483,,,10190,,,,,,,,,,,,,,,,,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427,,,,,,,,,,,,,,,,1410,,,,,,,,,,26733,,,,,,1093,,,,,,,,,747,,,,,,,,,,,1300,,,,1438,,,,,,,,,,,1024,,,892,,,,,,,,,,,,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,,,,,,,,,,,,3108,,,,,,,,1553,,,,,,,,,1956,,,,,,,,920,,1386,,,,,,,,,,,
Sudan,Africa,Northern Africa,729,578363,,23822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16064,71202,,,1215,,,,,,,,,,,,,,,20549,,,,,,14675,,,132187,,70677,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396,,,,,,,,,,,,2814,,,,,,,,,1701,,,,,,,,734,,,,,,,,,,,,,,,,,,,,,,,,16214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,202948,,,,,,,,,,,,,,,,,,,,,,,2079,,,,,,,,,,,,,,,,
Tunisia,Africa,Northern Africa,788,43172,2590,5459,,,8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,504,,,,,,,,,,,,,880,,,,,,,,,,6669,,,,,,1121,,,,,,,,,,,,,,,,,,,,449,,,,1705,,,,,,,,,,,,,,7062,,,,,,,,771,,,,409,,,,,,,,,4480,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,414,,,,,,829,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,
Southern Africa,Africa,Southern Africa,913,2203306,20032,57890,112,129,839,0,0,69403,0,469,1926,63,0,6615,4873,0,50,180,2139,24,191,6471,0,310,49,0,129,0,151,33930,2855,19,19,3142,71,5308,0,0,2154,5024,0,95,0,0,561,24930,1278,0,469,156,17617,0,0,947,792,1893,0,3887,1654,211,29350,2410,0,0,0,0,3828,0,0,945,116,6837,0,0,38,592,6525,0,0,248,86,0,54874,5502,43,7141,0,0,0,0,72,116,24,45,0,0,0,0,26,39910,1054,582,120,10170,0,3642,19735,154,1498,45,0,14687,0,72,22,26,332,779,216539,558,164,0,319,65,823,52858,720,45,85,271,0,0,0,8246,0,227,0,21,0,0,0,861,391498,172,84719,19,101,16968,0,2545,87,17,14625,17,22,1272,26,8825,0,47,47,95,162,1432,7968,36683,0,0,1353,0,265,1310,3140,3905,179,21,0,0,0,0,0,0,490,2208,3054,783,540,720,0,334,0,0,21899,51140,0,1497,2230,81,2547,0,60508,669,1983,93,0,767,97,0,0,0,0,21,91,929,0,0,0,5817,3269,143,244842,10949,15665,0,91,0,0,238,128,0,0,69,56841,362548
Botswana,Africa,Southern Africa,72,120912,1667,13036,,,,,,2672,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,3184,,,,,,,,,,,,,,,2552,297,,,,,,,,,,,,,,,,,,,,,968,,,,,,,,,,,,,,,,,7165,,,,539,,,470,,,,,538,,,,,,,2452,,,,,,482,3459,,,,,,,,1416,,,,,,,,,892,,1389,,,548,,,,,560,,,337,,527,,,,,,,,400,,,,,,,,,,,,,,,,,,,,200,,,,,,,,28048,,,1449,,,,524,376,,,,,,,,,,,,,,,,1238,,,6220,2233,961,,,,,,,,,,9659,23803
Lesotho,Africa,Southern Africa,426,6414,1568,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,23,,4,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544,,,,,,,36,,,,,,,,,,,,,,,,,134,,,,83,87,,,,,,,,,,68,68
Namibia,Africa,Southern Africa,516,102405,433,1774,43,,484,,,37063,,469,50,63,,536,609,,50,49,32,,,184,,156,,,,,,658,534,,,30,71,389,,,118,188,,,,,32,3106,,,,,1117,,,30,,680,,,76,101,3183,113,,,,,174,,,,,211,,,,79,536,,,,86,,9063,143,,,,,,,,53,,,,,,,,674,90,30,,60,,108,824,,113,,,1110,,,,,,46,126,,35,,,43,,369,,,,,,,,106,,,,,,,,,137,,,,,516,,50,,,982,,,53,,166,,,,,,246,168,433,,,35,,,30,454,358,,,,,,,,,,30,,56,163,,,,,,93,8481,,344,,,199,,196,101,428,,,74,,,,,,,,35,,,,481,257,,1718,1098,1050,,,,,,,,,,3024,14449
South Africa,Africa,Southern Africa,710,1943099,15702,36543,69,129,355,,,29562,,,1876,,,5698,4264,,,131,2107,24,191,6287,,154,49,,129,,151,33112,2321,19,19,3112,,4729,,,2036,4503,,95,,,529,18522,1278,,469,156,16438,,,917,792,1213,,3887,1578,110,23474,2000,,,,,3654,,,945,116,6600,,,38,513,5989,,,248,,,44843,5272,43,7141,,,,,72,63,24,45,,,,,26,31848,964,552,120,9571,,3534,18441,154,1385,45,,13039,,72,22,26,332,733,213763,518,129,,319,22,341,48994,720,45,85,271,,,,6724,,227,,21,,,,861,379605,172,83326,19,101,15904,,2474,87,17,13083,17,22,882,26,7909,,47,47,95,162,1186,7800,35850,,,1318,,265,1280,2686,3426,179,21,,,,,,,490,2178,3054,527,377,720,,334,,,21729,,,1153,781,81,2348,,59752,192,1555,93,,693,97,,,,,21,91,894,,,,3916,3012,143,236904,7535,13339,,91,,,238,128,,,69,44090,324228
Swaziland,Africa,Southern Africa,748,30476,662,5531,,,,,,106,,,,,,44,,,,,,,,,,,,,,,,54,,,,,,190,,,,19,,,,,,,,,,,62,,,,,,,,,,141,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,40,,,,,,,,,,,,,,,,,,,,,,,10841,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,77,12067,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,228,,,,,,,,,,,
Western Africa,Africa,Western Africa,914,5918053,147292,409331,0,0,10023,0,0,836,0,0,70,0,0,27,0,0,0,0,0,0,0,851,0,441710,0,0,0,0,0,0,1924,0,0,0,1359043,0,1180,0,27189,1504,0,2284,24425,0,0,2097,0,0,0,0,29640,0,0,619165,0,293,0,0,0,3,751,0,0,0,0,0,256,0,95,0,0,25,0,0,0,0,38749,0,0,31713,19798,0,4362,328102,0,0,0,0,0,0,0,310610,56446,0,0,0,0,0,0,1793,0,211,135,0,0,38,1043,0,143,0,0,13,0,31,0,0,0,7873,0,166284,3823,0,0,4,0,0,0,0,672364,0,0,0,77530,0,0,3,0,0,0,0,0,4214,25,0,0,0,0,248,0,0,0,287882,208549,0,0,0,0,55,0,0,0,0,3,23,39,2726,0,0,566,0,0,0,3201,1057,0,0,0,0,0,0,0,1686,4050,218874,0,0,57439,0,0,0,0,0,0,320,0,484,17,160,543,0,0,225,164,282,0,0,0,8,314432,0,0,0,247,0,0,0,0,0,314,68,2347,7,6648,68,0,0,0,0,0,0,0,0,0,0
Benin,Africa,Western Africa,204,209267,2094,29719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8483,,,,,,,,596,,,,,,,,1629,,,11719,,,,,,,,,,,,,,,,,,,,,,,1532,,,,,,,8708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,64618,38036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41033,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Africa,Western Africa,854,673904,12416,31893,,,,,,,,,,,,,,,,,,,,,,3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41902,,,,,,,,,,,,,,,,,,,,,,,12200,4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3857,,,,,,,,,,,,,,,,,,,,,,,,,14721,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Africa,Western Africa,132,14373,195,1257,,,,,,356,,,4,,,,,,,,,,,10,,,,,,,,,275,,,,,,,,,,,,,,,22,,,,,,,,7,,82,,,,,,,,,,,,,,,,,,,,,194,,,8,5,,65,40,,,,,,,,398,4829,,,,,,,,,,,,,,392,,1,,,,,,,,,,,,,,,4,,,,,7,,,,,,,3,,,,,,,25,,,,,36,,,,,645,,,,,,,,,,3,,,1116,,,,,,,672,,,,,,,,,1649,,1423,,,14,,,,,,,,,138,,,,,,,13,,,,,8,,,,,,,,,,,21,,50,,338,68,,,,,,,,,,
Côte dIvoire,Africa,Western Africa,384,2095185,37256,39625,,,,,,,,,,,,,,,,,,,,,,52074,,,,,,,,,,,1246597,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,41173,,,,,,,,91478,317,,,,,,,,,,,,,,,,,,,,,,,,,,,79389,3530,,,,,,,,342891,,,,7702,,,,,,,,,,,,,,,,,,,47947,37482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18294,,,635,,,,,,,,,,,,,,,,,,,,,,48472,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,Africa,Western Africa,270,185763,1797,3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38965,11899,,,,,,,,,,,,,,,,,,,,,,,,,,,853,,,,,,,,,8929,,,,3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114333,,,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Africa,Western Africa,288,337017,32226,45895,,,11,,,,,,,,,27,,,,,,,,,,13963,,,,,,,11,,,,48707,,,,95,230,,,13,,,189,,,,,,,,25613,,,,,,,25,,,,,,32,,,,,25,,,,,182,,,,30,,,,,,,,,,,114,,,,,,,,708,,,,,,38,192,,46,,,13,,,,,,818,,23360,,,,,,,,,4175,,,,11,,,,,,,,,,,,,,,152,,,,4915,57056,,,,,55,,,,,,23,39,,,,,,,,55,311,,,,,,,,,,61,,,1939,,,,,,,,,,17,,21,,,,121,43,,,,,73815,,,,,,,,,,,,1130,7,508,,,,,,,,,,,
Guinea,Africa,Western Africa,324,205111,1300,3587,,,,,,,,,,,,,,,,,,,,725,,8306,,,,,,,870,,,,1690,,341,,,1045,,,,,,469,,,,,,,,12219,,211,,,,,,,,,,,,,,,,,,,,,5800,,,,2861,,2995,4721,,,,,,,,,9887,,,,,,,,,211,,,,,355,,93,,,,,,,,,3006,,29367,,,,,,,,,54950,,,,1351,,,,,,,,,,,,,,,,,,,4919,3213,,,,,,,,,,,,,834,,,486,,,,1685,,,,,,,,,,2406,23921,,,13557,,,,,,,,,205,,,,,,,,100,,,,,5184,,,,,,,,,,293,,,,1948,,,,,,,,,,,
Guinea-Bissau,Africa,Western Africa,624,21061,558,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,1410,,,,,,,,,,,4657,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,,,,,,,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,,,,,,,,,,,,,,,,,,10455,,,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,
Liberia,Africa,Western Africa,430,99129,1590,4669,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,221,,,,,49,,,,,,,,,,,,,,26335,,,,,,,,,,,,,,,,,,,,,,,59,,,,711,,186,7069,,,,,,,,35375,454,,,,,,,712,,,,,,,50,,,,,,,,,,,871,,,,,,,,,,,1267,,,,,,,,,,,,,,,,,,,60,,,,226,4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,12578,,,,,,,,,57,,,,,,225,30,,,,,,365,,,,,,,,,,,,230,,451,,,,,,,,,,,
Mali,Africa,Western Africa,466,336607,12304,100371,,,3991,,,480,,,,,,,,,,,,,,,,3741,,,,,,,,,,,22174,,,,4084,,,1951,,,,542,,,,,27782,,,18672,,,,,,,,,,,,,,,,,,,,,,,16906,,,30825,4103,,,17205,,,,,,,,16464,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047,,,,,,,,,,,,,14446,,,,,,,,,,,,,,,,,,,3540,10975,,,,,,,,,,,,,,,,,,,,661,,,,,,,,,,,5099,,,8475,,,,,,,,,,,,,,,,,,,,,,6167,,,,,,,,,,,,,,1602,,,,,,,,,,,
Mauritania,Africa,Western Africa,478,84679,56,27669,,,1627,,,,,,66,,,,,,,,,,,60,,549,,,,,,,159,,,,,,,,391,50,,,51,,,158,,,,,,,,533,,,,,,,137,,,,,,224,,,,,,,,,,,,,84,,,,206,,,,,,,,3100,1198,,,,,,,,,,135,,,,54,,,,,,,31,,,,118,,,138,,,,,,,,7612,,,,,,,,,,,,,341,,,,,,,,,,150,,,,,,,,,,,,,,,,,69,,,,60,,,,,,,,,,304,38381,,,,,,,,,,,,84,,160,,,,,,139,,,,,162,,,,247,,,,,,,68,,,108,,,,,,,,,,,
Niger,Africa,Western Africa,562,126464,1968,8211,,,454,,,,,,,,,,,,,,,,,,,17669,,,,,,,,,,,19065,,,,411,,,,745,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,44537,,,,,,,,,,,,,,,,,,,,,,,,19177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134,,,,,,,,,,,,,,,522,,,,,,,,,,9572,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Africa,Western Africa,566,920118,28742,65386,,,,,,,,,,,,,,,,,,,,,,270089,,,,,,,,,,,,,,,20636,,,,22387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15762,,,,,,,,,123515,,,,,,,,,,,,,,,,,,,,,,,86504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126,,,,,,,,,,,,,,,,,,,,,,113334,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,Africa,Western Africa,654,569,54,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,374,,,,,,,,,,,,,
Senegal,Africa,Western Africa,686,256092,13646,27292,,,3940,,,,,,,,,,,,,,,,,,,3393,,,,,,,609,,,,,,,,953,,,,,,,,,,,,,,,2642,,,,,,,,,,,,,,,,,,,,,,,13027,,,,4849,,821,1678,,,,,,,,48426,27726,,,,,,,,,,,,,,,,,,,,,,,,,1037,,,,,,,,,,,32035,,,,50090,,,,,,,,,3873,,,,,,,,,,1589,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,,,,14007,,,,,,,,,,,,,,,,,,,,,,1570,,,,,,,,,,,,,,752,,,,,,,,,,,
Sierra Leone,Africa,Western Africa,694,97452,357,613,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,31,,1,,,34,,,,,,258,,,,,,,,67,,,,,,3,,,,,,,,,,,,,,,,,,,,,4843,,123,1206,,,,,,,,68669,20,,,,,,,373,,,,,,,,,3,,,,,,,,,2023,,12509,,,,,,,,,1803,,,,130,,,,,,,,,,,,,,,,,,,148,1955,,,,,,,,,,,,,,,,11,,,,68,,,,,,,,,,,679,,,,,,,,,,219,,,,,,,,,,,,,,,37,,,,,,,,,,,,563,,466,,,,,,,,,,,
Togo,Africa,Western Africa,768,255262,733,19417,,,,,,,,,,,,,,,,,,,,56,,67665,,,,,,,,,,,12075,,36,,619,42,,333,633,,,459,,,,,229,,,3007,,,,,,,589,,,,,,,,95,,,,,,,,945,,,796,944,,172,42991,,,,,,,,2964,116,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,7641,,,,129,,,,,,,,,,,,,,,,,,,61126,29347,,,,,,,,,,,,,,,,,,,,,746,,,,,,,,37,,895,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,
Asia,Asia,Asia,935,65914319,1148129,2386613,4606833,3686,46334,0,0,74,0,20488,41702,187411,62,68681,20894,268262,0,42449,6151019,0,141447,16131,0,10,0,80721,46,0,2551,10,321387,74,32323,502483,0,5,128,660279,61,73111,0,16,6752,0,3469,4554364,313058,109740,3038,0,521,0,96,15,367,186,0,10822,1911,69410,817,7180,5,0,12,462,2067466,12,0,26089,2861,200303,0,0,183,3384,97477,0,0,0,0,118640,537279,2209,5,95769,0,0,46,992,34,0,0,0,43,0,5,14751,130,9432643,3091353,106439,1819314,3651,0,71300,20286,16,111348,454396,86509,2782,0,98751,33434,919255,6930,167259,0,1,24659,0,13609,56,10,10,1289251,1680,0,77,0,0,354,319,0,4840,0,0,20439,0,0,172504,12,2316946,5,0,1226113,42113,0,15878,12,35,23678,0,0,19197,11916,3722256,34,21,59,10,69389,1668525,96937,3360,56,13984,812700,31821,0,128434,3860877,4,0,0,0,0,0,0,0,0,58384,75,2834,36,5,127641,0,510,160,0,213020,19692,18194,7502,784555,2636207,527906,128,75,10086,19008,793572,57646,231234,142612,20485,2,0,0,16,32971,153698,15816,0,0,760,652144,72658,255105,374,385036,25,6233,445702,0,539,338116,0,0,791184,876,327
Central Asia,Asia,Central Asia,5500,5262414,27185,60695,8900,0,136,0,0,0,0,0,0,24854,0,0,68,80017,0,0,0,0,108552,0,0,0,0,0,0,0,0,0,0,0,26,4008,0,0,0,0,0,53,0,0,0,0,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,60091,0,137,0,0,0,0,0,0,0,0,1696,0,0,0,0,132,0,0,0,0,0,7476,218362,0,0,7377,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,4479,67,0,0,0,0,0,0,0,48533,0,0,0,23175,0,2068,0,0,0,0,0,7125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,115,0,25,0,0,0,0,39,99,0,0,0,0,0,0,31155,0,0,0,30272,15161,0,546,3554448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,29313,0,0,0,0,0,0,0,0,46090,3379,0,0,0,483853,0,328,0,286,25,0,368774,0,0,122,0,0,0,26,0
Kazakhstan,Asia,Central Asia,398,3334623,,,,,,,,,,,,8597,,,,45483,,,,,65001,,,,,,,,,,,,,4008,,,,,,,,,,,,2033,,,,,,,,,,,,,,57915,,,,,,,,,,,1046,,,,,,,,,,,3079,205287,,,7377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6331,,1046,,,,,,4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27476,,,,30007,11327,,,2211875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14870,,,,,,,,,44089,987,,,,317803,,,,,,,264862,,,,,,,,
Kyrgyzstan,Asia,Central Asia,417,231511,2553,2434,,,,,,,,,,2696,,,,5299,,,,,11267,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,2013,,,,,,,,,,,650,,,,,132,,,,,,3704,2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,14657,,,,,,1022,,,,,,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639,,,,265,3013,,546,126580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498,,,,,,,,,1191,1134,,,,30323,,,,,,,10402,,,122,,,,,
Tajikistan,Asia,Central Asia,762,278152,102,201,8900,,136,,,,,,,204,,,68,177,,,,,710,,,,,,,,,,,,26,,,,,,,53,,,,,,51,,,,,,,,,,,,,,163,,137,,,,,,,,,,,,,,,,,,,,693,141,,,,,,,,,,,,,,,,,644,,1249,67,,,,,,,,876,,,,11759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,115,,25,,,,,39,99,,,,,,,40,,,,,821,,,239484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,810,466,,,,1261,,328,,286,25,,7860,,,,,,,26,
