Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Turkmenistan,Asia,Central Asia,795,306500,1119,1006,,,,,,,,,,11250,,,,11793,,,,,3259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567,,,,,,,,,,,,,,,,,,,2699,,,,,,,,,31036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12576,,,,,,,112171,,,,,,,,
Uzbekistan,Asia,Central Asia,860,1653000,32198,43369,,,,,,,,,,9213,,,,23261,,,,,37057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19362,,,,,,,,,,,,,,,,,,,,,,,,,,,,30344,,,,5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4971,,,,,,,,,,330,,,,180213,,,,,,,,,,,,,,,
Eastern Asia,Asia,Eastern Asia,906,3959345,58189,267435,0,0,0,0,0,0,0,0,2657,0,0,12899,312,0,0,0,4997,0,0,402,0,0,0,0,0,0,0,0,69014,0,0,2,0,0,0,1174,0,17768,0,0,0,0,0,2023030,14291,69478,0,0,0,0,0,0,0,0,0,0,7,51,0,450,0,0,0,0,368,0,0,0,0,0,0,0,0,452,5155,0,0,0,0,0,5625,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20006,116025,1237,0,1139,0,0,1373,0,18801,0,625,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18291,0,0,0,0,0,0,0,0,786,0,0,112,0,0,0,0,88,0,0,6264,1432,0,2820,0,0,193,0,0,360,0,9300,0,0,0,0,12571,159792,364,3881,0,0,845669,0,0,0,4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7813,0,4,0,0,0,0,0,1125,4936,0,0,0,0,586,1471,0,0,27623,12,0,0,0,0,0,0,109,0,0,0,0,0,0,27596,0,75568,0,7,30,0,0,32564,0,0,0,0,0
China,Asia,Eastern Asia,156,376361,15595,62366,,,,,,,,,,,,2417,,,,,1858,,,,,,,,,,,,12090,,,,,,,,,3756,,,,,,,2458,12256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4496,21305,,,,,,,,4547,,,,,,,,,,,,,,,,,,3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817,,,,,2202,28155,,,,,148141,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,3026,,,,,,,,,5839,,,,,,,,,,,,,,,4737,,16962,,,,,,18063,,,,,
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,344,2218473,29032,189176,,,,,,,,,,,,6092,,,,,297,,,,,,,,,,,,,,,,,,,,,8414,,,,,,1659157,,57222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,,,,,,1323,,,,,,,,,,,,,,,,,12064,90186,,,466,,,430,,9505,,,,,,,,,,,,,,,,,,10234,,,,,,,,,,,,,,,,,,,,6254,683,,1506,,,,,,,,5062,,,,,,79010,,73,,,3238,,,,59,,,,,,,,,,,,,,,6619,,,,,,,,269,524,,,,,,487,,,12860,,,,,,,,,,,,,,,11838,,7599,,,,,,7324,,,,,
"China, Macao Special Administrative Region",Asia,Eastern Asia,446,205047,10926,2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172346,11736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,,3489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Peoples Republic of Korea,Asia,Eastern Asia,408,34103,618,2473,,,,,,,,,,,,96,,,,,74,,,,,,,,,,,,479,,,,,,,,,149,,,,,,19668,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,845,,,,,,,,180,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,87,1116,,,,,5873,,,,43,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,232,,,,,,,,,,,,,,,188,,672,,,,,,716,,,,,
Japan,Asia,Eastern Asia,392,1075626,1316,8616,,,,,,,,,2657,,,3976,309,,,,2110,,,402,,,,,,,,,56445,,,,,,,1171,,4910,,,,,,150383,,,,,,,,,,,,,,,,450,,,,,368,,,,,,,,,432,3167,,,,,,3607,598,,,,,,,,,,,,,,,,3108,3624,1237,,671,,,940,,,,,,,,,,,,,,,,,,,,4684,,,,,,,,,786,,,,,,,,,,,,749,,1275,,,193,,,360,,2068,,,,,10282,49106,359,319,,,688141,,,,440,,,,,,,,,,,,,,,1194,,,,,,,,856,1206,,,,,586,980,,,6726,,,,,,,,,,,,,,,10209,,38375,,,,,,6235,,,,,
Mongolia,Asia,Eastern Asia,496,6718,169,506,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,2,,,,,,26,,,,,,1649,,,,,,,,,,,,,7,51,,,,,,,,,,,,,,,,20,11,,,,,,50,,,,,,,,,,,,,,,0,,24,,,,2,,,3,,122,,528,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,31,5,,,,276,,,,2755,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,12,,,,,,,109,,,,,,,65,,247,,7,,,,11,,,,,
Republic of Korea,Asia,Eastern Asia,410,43017,533,1563,,,,,,,,,,,,315,,,,,658,,,,,,,,,,,,,,,,,,,3,,513,,,,,,19827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,645,,,,,,,,,,,,,,,,,136,65,,,,,,,,4447,,97,,,,0,,,,,,,,,,,,51,,,,,,,,,,,,112,,,,,88,,,10,,,39,,,0,,,,,269,,,,,,482,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,0,,,60,,,,,,,,,43,,,,,,,,,,,,,,,559,,11713,,,30,,,215,,,,,
South-Eastern Asia,Asia,Eastern Asia,920,2876616,260482,246555,57,421,795,0,0,581,0,0,32,31,9,13038,92,0,0,19,35900,0,0,76,0,0,0,0,108,0,0,0,275,0,3340,0,0,0,12,104579,0,2594,0,0,0,0,9,634278,15675,11755,156,0,121,0,21,0,0,85,0,0,0,1397,1,611,0,0,0,105,33,0,0,0,0,0,0,0,0,9,1695,0,0,0,0,0,3273,8,0,19,0,0,0,58,9,0,0,0,0,0,0,3,0,92583,287178,212,50,33,0,59,876,0,31037,5033,0,4,0,47,0,170494,0,30,0,0,13892,0,0,0,0,0,242549,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,235518,0,0,24560,1422,0,4691,0,0,45,0,0,912,93,28175,3,0,9,0,6,119154,12,336,8,27,13311,0,0,2,37,0,0,0,0,0,0,0,0,0,5771,0,0,0,0,38464,0,0,0,0,53,186,0,257,11550,0,17,28,0,348,620,3484,0,58578,0,736,0,0,0,0,17,202,0,0,0,0,0,99,32660,0,32085,0,0,0,0,0,80715,0,0,0,0,0
Brunei Darussalam,Asia,Eastern Asia,096,73200,200,600,,,,,,,,,,,,262,,,,,659,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595,3324,,,,,,,,83,,,,,,,,,,,,,,,,,,40306,,,,,,,,,,,,,,,,,,,,3665,247,,119,,,,,,,,378,,,,,,7837,,,,,138,,,,,,,,,,,,,,,,,,,1499,,,,,,,,,676,,,,,,,,,6612,,,,,,,,,,,,,,,1996,,113,,,,,,,,,,,
Cambodia,Asia,Eastern Asia,116,38375,1731,3962,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,707,54,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,128,,,,,,18,,,,,,,,,,,,,,,,,44,49,,,,,,7,,58,,,,,,,121,,,,,,,,,,,80,,,,,,,,,,,,,,,,,24,,,21,14,,,,,,,,,,19,,,,,,71,,,,,26,,,,14,,,,,,,,,,,,,,,57,,,,,,,,,22,,,,,,,,,14149,,,,,,,,,,,,,,,43,,91,,,,,,16771,,,,,
Indonesia,Asia,Eastern Asia,360,465612,58930,31731,,,,,,,,,,,,5963,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,258310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7818,,,,,,,,,12535,4851,,,,,,,,,,,13860,,,,,,5406,,,,,,,,,,,,,,,,,,,,,928,,,,,,,,,,5486,,,,,,3472,,,,,10866,,,,,,,,,,,,,,5544,,,,,4346,,,,,,,,,,,,,,,,3465,,1458,,729,,,,,,,,,,,,,20883,,8745,,,,,,,,,,,
Lao Peoples Democratic Republic,Asia,Eastern Asia,418,22866,308,484,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,1398,,,,,,,,4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277,,,,,,,,,,,,,,,,,,,,,,,13852,,,,,
Malaysia,Asia,Eastern Asia,458,695920,33033,53583,32,,,,,,,,,,,1851,,,,,23930,,,,,,,,,,,,,,3234,,,,,747,,,,,,,,91377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20808,252710,,32,,,,,,5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568,,,14931,,,746,,,,,,,,3208,,,,,,104730,,,,,1194,,,,,,,,,,,,,,,,,,,31269,,,,,51,,,,1194,,,,,,,,,31127,,,,,,,,,,,,,,,3433,,,,,,,,12877,,,,,
Myanmar,Asia,Eastern Asia,104,133545,4663,8835,,,,,,,,,,,,,,,,,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,72413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,Asia,Eastern Asia,608,154071,12587,13018,25,421,795,,,581,,,32,31,9,943,92,,,19,70,,,76,,,,,108,,,,123,,106,,,,12,7528,,628,,,,,9,53792,196,,156,,121,,21,,,,,,,1321,1,182,,,,105,33,,,,,,,,,9,197,,,,,,704,8,,19,,,,58,9,,,,,,,3,0,2611,3752,212,18,33,,59,207,,2891,182,,4,,47,,4321,,30,,,32,,,,,,245,,,,,,,,,31,,,,,,,,55,,,74,82,,117,,,45,,,100,93,262,3,,9,,6,,12,25,8,27,593,,,2,23,,,,,,,,,,227,,,,,133,,,,,,186,,257,43,,17,28,,99,250,19,,180,,7,,,,,17,202,,,,,,99,6028,,17746,,,,,,18174,,,,,
Singapore,Asia,Eastern Asia,702,727262,148625,132943,,,,,,,,,,,,2913,,,,,8818,,,,,,,,,,,,,,,,,,,,,717,,,,,,150447,15043,11755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14109,21520,,,,,,,,,,,,,,,,,,,,,,,,,,195072,,,,,,,,,,,,,,,,,,,,,,,1131,,,,,,,,12345,,,,,,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788,,,,,,,,,1438,,,,,,,,,,,,,,,,,3423,,,,,,,,,,,
Thailand,Asia,Eastern Asia,764,528693,5,17,0,,,,,,,,,,,593,,,,,725,,,,,,,,,,,,,,,,,,,73756,,917,,,,,,58,,,,,,,,0,,,,,,0,0,429,,,,,0,,,,,0,,,,,1349,,,,,,2551,,,,,,,,,,,,,,,,,3389,545,0,0,,,,662,,10091,,,,,,,165019,,,,0,,,,,,,1293,,,,,,,,,,,,,,,,,229504,,,5763,151,,2439,,,,,,812,,1086,,,,,,1266,,53,,,469,,,,,0,,,,,,,,,0,,,,,809,,,,,2,,,,3781,0,0,,,249,370,,,,,,0,,,,,0,,,,0,,,21,,1640,,,,,,18879,,,0,,0
Timor-Leste,Asia,Eastern Asia,626,8954,114,948,,,,,,,,,,,,425,,,,,103,,,,,,,,,,,,152,,,,,,,,,,,,,,,928,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,190,,,,,,591,,258,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,64,,,,,,162,,,,,
Viet Nam,Asia,Eastern Asia,704,28118,286,434,,,,,,,,,,,,16,,,,,225,,,,,,,,,,,,,,,,,,,21150,,26,,,,,,612,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,116,793,,,,,,,,124,,,,,,,1033,,,,,,,,,,,13,,,,,,,,,,,,,,,,,963,,,106,,,,,,,,,,,30,,,,,,12,,,,,25,,,,,,,,,,,,,,,,,,,294,,,,,,,,,46,,,,,,,,,1218,,,,,,,,,,,,,,,256,,263,,,,,,,,,,,
Southern Asia,Asia,Southern Asia,5501,19436343,107198,298524,6414800,0,0,0,0,0,0,72,0,521,0,3216,50,817,0,93,4377309,0,0,0,0,0,0,27895,0,0,0,0,552,0,16220,0,0,0,0,12924,0,6505,0,0,0,0,0,181183,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,16,0,0,0,0,0,0,0,2385,0,5973,0,0,0,0,0,5938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3360378,73015,7160,1156052,0,0,0,319,0,10078,3,1408,8170,0,16880,0,58722,0,15,0,0,0,0,0,0,0,0,104896,1827,0,0,0,0,0,2547,0,0,0,0,0,0,0,0,0,215171,0,0,528220,9,0,18,0,0,1286,0,0,4241,3,1942747,0,0,0,0,0,312,0,454,0,3,22,0,0,0,3446,0,0,0,0,0,0,0,0,0,6073,0,0,0,0,19921,0,0,0,0,0,3,0,0,286991,0,0,0,0,51,119,0,40537,15601,0,0,0,0,0,0,0,620,216,0,0,2058,0,9959,14312,0,34313,0,0,2027,0,0,42920,0,0,0,1008,0
Afghanistan,Asia,Southern Asia,004,57686,2338,4677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40537,,,,,,,,,,,,,,,,,,,,,2027,,,,,,,,
Bangladesh,Asia,Southern Asia,050,881617,78220,161777,,,,,,,,72,,,,,,,,89,,,,,,,,,,,,,552,,,,,,,12924,,,,,,,,140163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13339,70627,,,,,,,,9042,,,,,,,58722,,,,,,,,,,,92533,,,,,,,,,,,,,,,,,125851,,,9670,,,,,,,,,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10556,,,,,,,,,,,,,,,,,,15503,,,,,,,,,,,,,,,9090,,28559,,,,,,40088,,,,,
Bhutan,Asia,Southern Asia,064,23807,1369,456,,,,,,,,,,,,12,,,,,24,,,,,,,,,,,,,,,,,,,,,17,,,,,,422,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,14,,,,,,12,,,,,,,,,,,,,,,,,20841,,,,,,,6,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,334,9,,11,,,,,,,,10,,,,,,9,,,,,15,,,,,,,,,,,,,,,,,,,8,,,,,,,,,15,,,,,11,11,,,28,,,,,,,,,,,,,,,17,,63,,,,,,,,,,,
India,Asia,Southern Asia,356,7493204,21759,108793,14159,,,,,,,,,,,3116,,,,,4375155,,,,,,,11088,,,,,,,16220,,,,,,,6474,,,,,,18165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,,5858,,,,,,5654,,,,,,,,,,,,,,,,,,1786,3051,1189,,,,,,903,,1408,8170,,16860,,,,,,,,,,,,,12295,1810,,,,,,2547,,,,,,,,,,85706,,,518212,,,,,,1286,,,,,1921278,,,,,,,,454,,,,,,,3445,,,,,,,,,,6058,,,,,9307,,,,,,,,,281720,,,,,,,,,,,,,,,,,343,,,,2058,,9940,5063,,5649,,,,,,2832,,,,1008,
Iran (Islamic Republic of),Asia,Southern Asia,364,4291601,276,828,3123968,,,,,,,,,521,,,,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,216,,,,,,,,,,,,,,,,,,,
Maldives,Asia,Southern Asia,462,8689,172,82,,,,,,,,,,,,37,50,,,,1623,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,51,,,,,,251,,,,,,,,,,,,,,,,,951,,,,,,,310,,65,,,,,,,,,7,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,79,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,4289,,,,,11,102,,,67,,,,,,,,,,,,,,,94,,24,,,,,,,,,,,
Nepal,Asia,Southern Asia,524,429974,1393,17551,,,,,,,,,,,,,,,,,500,,,,,,,16805,,,,,,,,,,,,,,,,,,,,21906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,Asia,Southern Asia,586,6208204,1080,3325,3276673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2916548,599,4108,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Asia,Southern Asia,144,41561,591,1035,0,,,,,,,,,,,51,,,,4,7,,,,,,,2,,,,,,,,,,,,,,2,,,,,,37,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,0,50,,,,,,21,,,1,,,,,,,,,0,,,,,39329,3,1,0,,,0,3,,9,3,,,,20,,,,8,,,0,,,,,,22,17,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,1,3,173,,,,,,,,0,,3,7,,,,1,,,,,,,,,,15,,,0,,8,,,,,,3,,0,,,,,,29,6,0,,3,,,,,,,,0,,,,,,19,48,,18,,,,,,,,,,,
Western Asia,Asia,Western Asia,922,15239274,231444,968311,180765,870,19931,0,0,0,0,0,25581,207135,0,5941,13518,491137,0,9166,869693,0,51632,8458,0,2,0,0,3,0,7148,2,6065,18,12,483742,0,1,0,0,14,5737,0,4,12561,0,2635,2655,15,0,1212,0,0,0,14,0,93,19,0,9208,460,493,177,1945,1,0,3,2,1013052,3,0,8640,1542,123669,0,0,1,1056,29990,0,0,0,0,102710,214093,99,1,114699,0,0,11,0,0,0,0,0,1,0,1,15919,18,1974927,839039,98737,197490,398,0,99052,7213,4,1136,221666,34294,63,0,38519,8354,1,10917,83594,0,0,20472,0,17303,14,2,2,1058,0,0,18,0,0,244,3,0,1475,0,0,46,0,0,163288,3,89560,1,0,181517,18112,0,121,3,2,3244,0,0,918,9919,910769,0,5,0,2,670,405396,100447,70,1,10127,1020,34169,0,135949,484201,0,0,0,0,0,0,0,0,0,45579,18,665,2,1,56,0,122,39,0,42454,9849,5780,3742,320745,1533729,277202,1,18,2778,10918,440219,8196,5895,37860,0,0,0,0,4,44314,60625,5783,0,0,5,230462,61818,62172,89,79592,0,4326,67591,0,710,729,0,0,426193,34,76
Armenia,Asia,Western Asia,051,658789,41834,52293,,,,,,,,,,,,,,464459,,,,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,660,,,5612,,,,,,,,,,,,,,,,9654,,,,,,,,,787,,,,,,,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3225,,,,,,,,,,1956,820,,,,10066,,,,,,,1150,,,,,,,,
Azerbaijan,Asia,Western Asia,031,360600,1174,2348,254,,,,,,,,,202586,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,,,,,,,,,,,69766,389,,,,,,,,,,,,,,,,,,,2088,,,,,,,,,4940,,,,3487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,,,39234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,2894,2352,,,,3842,,,,,,,23232,,,,,,,,
Bahrain,Asia,Western Asia,048,173212,532,1979,215,,,,,,,,,,,,,,,,20442,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,21908,,,508,,357,,,,,57,,,,,,,,,,,,,,,,,,,,,,,60505,6151,,,,,,,,,3442,,,,1728,,,,728,,,,,,,,,,,,,,,,,,,,,,,,257,,,,,228,174,,,,,187,,,,,20949,,,,,,7934,,,,8,,,,,,,,,,,,,,,61,,,,,,,,,,340,,522,,5863,1531,4235,,,,,1777,,294,,,,,,,155,1291,,,,,,771,1614,,453,,,,,,,,,5876,,
Cyprus,Asia,Western Asia,196,43805,280,93,2,69,9,0,,,,,21,292,,741,88,9,0,27,162,,84,65,0,2,0,,3,,17,2,15,,1,1531,,1,,0,14,374,,4,,,12,398,,,31,,,,1,,21,9,,,168,8,170,42,1,0,3,2,1290,3,,1,7,20,,,1,123,228,0,,,,3802,646,21,1,5898,,,,,0,0,,,1,,1,86,8,684,43,299,78,193,,95,120,4,21,110,59,21,,58,6,1,41,685,,,57,,23,3,2,2,11,,,8,,0,,3,,16,,,,,,16,3,11,1,,14,120,,23,3,2,76,,,50,16,129,,5,,2,8,1793,176,16,1,3,2,234,,1345,3235,0,,,,,0,,,,58,2,630,2,1,8,,34,4,,3,1235,,39,2457,90,129,1,,227,94,810,2,65,5,,,,,4,9,152,3,,,5,815,38,9055,36,791,,1,18,,16,16,,,4,34,76
Georgia,Asia,Western Asia,268,338300,4068,3812,,,,,,,,,,4039,,,,7911,,,,,16521,,,,,,,,,,,,,,,,,,,,,,,,,421,,,,,,,,,,,,,,438,,,,,,,,,,,846,,,,,,,,,,,,8348,,,,,,,,,,,,,,,,,,,,,,,,,,,,21017,,,,3360,,1382,,,,,,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794,,,,798,4413,,390,191090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306,,,,,,,,,455,1609,,,,46581,,,,,,,10078,,,,,,,,
