Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Turkmenistan,Asia,Central Asia,795,273565,1850,1666,,,,,,,,,,9767,,,,10639,,,,,5390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2591,,,,,,,,,,,,,,,,,,,4464,,,,,,,,,25289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6714,,,,,,,118338,,,,,,,,
Uzbekistan,Asia,Central Asia,860,1512577,27931,50740,,,,,,,,,,8402,,,,22987,,,,,33291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14711,,,,,,,,,,,,,,,,,,,,,,,,,,,,25111,,,,5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8292,,,,,,,,,,551,,,,153360,,,,,,,,,,,,,,,
Eastern Asia,Asia,Eastern Asia,906,4658475,64755,371745,0,0,0,0,0,0,0,0,2950,0,0,16755,393,0,0,0,11900,0,0,433,0,0,0,0,0,0,0,0,212802,0,0,1,0,0,0,1481,0,26179,0,0,0,0,0,2255811,16405,71239,0,0,0,0,0,0,0,0,0,0,6,56,0,577,0,0,0,0,645,0,0,0,0,0,0,0,0,463,6406,0,0,0,0,0,6346,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25599,141691,8764,0,1390,0,0,1762,0,24356,0,1191,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20942,0,0,0,0,0,0,0,0,1255,0,0,703,0,0,0,0,552,0,0,7936,1597,0,4333,0,0,1419,0,0,379,0,14739,0,0,0,0,42931,217557,589,3187,0,0,825986,0,0,0,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8963,0,4,0,0,0,190,0,1446,8271,0,0,0,0,860,1503,0,0,42432,13,0,0,0,0,0,0,120,0,0,0,0,0,0,32649,0,89639,0,6,1823,0,0,44921,0,0,0,0,0
China,Asia,Eastern Asia,156,442198,17428,80708,,,,,,,,,,,,3091,,,,,2376,,,,,,,,,,,,32797,,,,,,,,,4985,,,,,,,2805,12470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478,24962,,,,,,,,4732,,,,,,,,,,,,,,,,,,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494,,,,,5956,40390,,,,,141332,,,,1607,,,,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,,,8390,,,,,,,,,,,,,,,5649,,18124,,,,,,19149,,,,,
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,344,2443798,29740,261185,,,,,,,,,,,,6799,,,,,332,,,,,,,,,,,,,,,,,,,,,11844,,,,,,1772597,,58769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,,,,,,1476,,,,,,,,,,,,,,,,,13464,100652,,,520,,,480,,10608,,,,,,,,,,,,,,,,,,11422,,,,,,,,,,,,,,,,,,,,6980,763,,1681,,,,,,,,5650,,,,,,88179,,82,,,3614,,,,66,,,,,,,,,,,,,,,7388,,,,,,,,300,585,,,,,,544,,,14353,,,,,,,,,,,,,,,13212,,10698,,,,,,8174,,,,,
"China, Macao Special Administrative Region",Asia,Eastern Asia,446,224929,12336,3091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187448,13498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250,,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Peoples Republic of Korea,Asia,Eastern Asia,408,35143,633,2897,,,,,,,,,,,,112,,,,,86,,,,,,,,,,,,1140,,,,,,,,,179,,,,,,19590,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,904,,,,,,,,173,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,207,1444,,,,,5201,,,,58,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,300,,,,,,,,,,,,,,,205,,661,,,,,,699,,,,,
Japan,Asia,Eastern Asia,392,1381097,2983,19149,,,,,,,,,2950,,,6119,390,,,,5003,,,433,,,,,,,,,178865,,,,,,,1461,,7325,,,,,,226056,,,,,,,,,,,,,,,,577,,,,,645,,,,,,,,,442,3824,,,,,,4017,1187,,,,,,,,,,,,,,,,5584,7052,8764,,869,,,1279,,,,,,,,,,,,,,,,,,,,5428,,,,,,,,,1255,,,,,,,,,,,,834,,2094,,,1269,,,379,,4818,,,,,36768,75318,585,345,,,675535,,,,2199,,,,,,,,,,,,,,,1575,,,,,,,,1146,2832,,,,,860,955,,,16255,,,,,,,,,,,,,,,12657,,43792,,,,,,9224,,,,,
Mongolia,Asia,Eastern Asia,496,7424,210,561,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,1,,,,,,28,,,,,,1821,,,,,,,,,,,,,6,56,,,,,,,,,,,,,,,,21,12,,,,,,54,,,,,,,,,,,,,,,0,,26,,,,1,,,3,,134,,583,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,33,4,,,,304,,,,3042,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,13,,,,,,,120,,,,,,,71,,272,,6,,,,11,,,,,
Republic of Korea,Asia,Eastern Asia,410,123886,1425,4154,,,,,,,,,,,,631,,,,,4103,,,,,,,,,,,,,,,,,,,20,,1818,,,,,,48299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,,,,,,799,,,,,,,,,,,,,,,,,849,8121,,,,,,,,8709,,608,,,,0,,,,,,,,,,,,149,,,,,,,,,,,,703,,,,,552,,,956,,,558,,,150,,,,,1674,,,,,,7943,,,,,,,,,1266,,,,,,,,,,,,,,,,,,,,,190,,,1258,,,,,,,,,1588,,,,,,,,,,,,,,,855,,16092,,,1823,,,7664,,,,,
South-Eastern Asia,Asia,Eastern Asia,920,3700057,176036,249294,398,440,586,0,0,1363,0,0,302,75,33,13108,768,0,0,3688,56712,0,0,405,0,0,0,0,280,0,0,0,2039,0,3356,0,0,0,10,143867,0,3058,0,0,0,0,51,555675,32485,10309,93,0,296,0,21,0,0,92,0,0,0,3510,1,843,0,0,0,257,162,0,0,0,0,0,0,0,0,192,1855,0,0,0,0,0,3378,8,0,115,0,0,0,489,125,0,0,0,0,0,0,56,25,131258,471645,530,106,107,0,269,1155,0,27928,3311,0,122,0,45,0,210294,0,74,0,0,9203,0,0,0,0,0,480017,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,450230,0,0,41725,1307,0,4840,0,0,160,0,0,1292,228,42196,522,0,167,0,227,140109,38,415,27,67,10685,0,0,68,82,0,0,0,0,0,0,0,0,0,4152,0,0,0,0,39388,0,0,0,0,130,455,0,149,13965,1,17,69,0,512,890,2311,0,85937,0,72135,0,0,0,0,113,493,0,0,0,0,0,242,38490,0,37085,0,0,0,0,0,107159,0,0,0,0,0
Brunei Darussalam,Asia,Eastern Asia,96,84748,220,658,,,,,,,,,,,,372,,,,,908,,,,,,,,,,,,,,,,,,,,,,,,,,,1718,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742,4551,,,,,,,,138,,,,,,,,,,,,,,,,,,42782,,,,,,,,,,,,,,,,,,,,4337,268,,156,,,,,,,,574,,,,,,10226,,,,,141,,,,,,,,,,,,,,,,,,,1472,,,,,,,,,916,,,,,,,,,10047,,,,,,,,,,,,,,,1961,,129,,,,,,,,,,,
Cambodia,Asia,Eastern Asia,116,92230,1748,4002,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,1853,142,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,336,,,,,,47,,,,,,,,,,,,,,,,,116,129,,,,,,19,,152,,,,,,,317,,,,,,,,,,,210,,,,,,,,,,,,,,,,,63,,,55,37,,,,,,,,,,50,,,,,,186,,,,,68,,,,37,,,,,,,,,,,,,,,150,,,,,,,,,58,,,,,,,,,37488,,,,,,,,,,,,,,,113,,239,,,,,,44367,,,,,
Indonesia,Asia,Eastern Asia,360,378960,38996,20994,,,,,,,,,,,,3945,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,170906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172,,,,,,,,,8293,3209,,,,,,,,,,,9170,,,,,,3577,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,3629,,,,,,2297,,,,,7189,,,,,,,,,,,,,,3668,,,,,2875,,,,,,,,,,,,,,,,2292,,964,,71378,,,,,,,,,,,,,13817,,5786,,,,,,,,,,,
Lao Peoples Democratic Republic,Asia,Eastern Asia,418,23526,760,1855,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,1362,,,,,,,,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,,,,,,,,,,,,,,,,,,,,,,,13368,,,,,
Malaysia,Asia,Eastern Asia,458,937368,36812,56734,36,,,,,,,,,,,2118,,,,,33453,,,,,,,,,,,,,,2956,,,,,1770,,,,,,,,65974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46325,421423,,72,,,,,,6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10170,,,27097,,,853,,,,,,,,4484,,,,,,123116,,,,,1366,,,,,,,,,,,,,,,,,,,33418,,,,,121,,,,1366,,,,,,,,,29090,,,,,,,,,,,,,,,3930,,,,,,,,28668,,,,,
Myanmar,Asia,Eastern Asia,104,113663,4922,8893,,,,,,,,,,,,,,,,,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,55637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,Asia,Eastern Asia,608,207345,17210,31219,353,440,586,,,1363,,,302,75,33,1466,768,,,3688,361,,,405,,,,,280,,,,1874,,400,,,,10,3387,,1097,,,,,51,62449,203,,93,,296,,21,,,,,,,3229,1,451,,,,257,162,,,,,,,,,192,246,,,,,,1028,8,,115,,,,489,125,,,,,,,56,25,3180,3716,521,18,107,,269,538,,4013,102,,122,,45,,2131,,74,,,33,,,,,,246,,,,,,,,,59,,,,,,,,170,,,303,136,,97,,,160,,,560,228,656,522,,167,,227,,38,46,27,67,1062,,,68,45,,,,,,,,,,484,,,,,159,,,,,,455,,149,85,,17,69,,96,271,19,,131,,757,,,,,113,493,,,,,,242,17403,,23591,,,,,,8244,,,,,
Singapore,Asia,Eastern Asia,702,991492,74715,122922,,,,,,,,,,,,3577,,,,,18587,,,,,,,,,,,,,,,,,,,,,816,,,,,,191075,31708,10309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29739,34241,,,,,,,,,,,,,,,,,,,,,,,,,,431854,,,,,,,,,,,,,,,,,,,,,,,1389,,,,,,,,26021,,,,,,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078,,,,,,,,,3032,,,,,,,,,,,,,,,,,3949,,,,,,,,,,,
Thailand,Asia,Eastern Asia,764,809720,9,29,9,,,,,,,,,,,991,,,,,1211,,,,,,,,,,,,,,,,,,,102948,,826,,,,,,116,,,,,,,,0,,,,,,0,0,392,,,,,0,,,,,0,,,,,1220,,,,,,2303,,,,,,,,,,,,,,,,,5665,495,9,16,,,,598,,9092,,,,,,,205957,,,,0,,,,,,,1170,,,,,,,,,,,,,,,,,436777,,,9634,252,,2194,,,,,,732,,1820,,,,,,1146,,88,,,784,,,,,0,,,,,,,,,0,,,,,730,,,,,9,,,,6348,1,0,,,416,619,,,,,,0,,,,,0,,,,0,,,36,,2742,,,,,,12336,,,0,,0
Timor-Leste,Asia,Eastern Asia,626,9743,124,1049,,,,,,,,,,,,451,,,,,112,,,,,,,,,,,,165,,,,,,,,,,,,,,,1012,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4893,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,207,,,,,,629,,281,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,64,,,,,,176,,,,,
Viet Nam,Asia,Eastern Asia,704,51262,520,939,,,,,,,,,,,,28,,,,,523,,,,,,,,,,,,,,,,,,,34400,,77,,,,,,1192,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,350,2197,,,,,,,,224,,,,,,,1889,,,,,,,,,,,33,,,,,,,,,,,,,,,,,2690,,,299,,,,,,,,,,,70,,,,,,29,,,,,75,,,,,,,,,,,,,,,,,,,522,,,,,,,,,114,,,,,,,,,2995,,,,,,,,,,,,,,,1230,,585,,,,,,,,,,,
Southern Asia,Asia,Southern Asia,5501,15343019,109407,367684,3254048,0,0,0,0,0,0,7456,0,573,0,2122,36,898,0,10425,4131399,0,0,0,0,0,0,117302,0,0,0,0,5387,0,23639,0,0,0,0,13190,0,4339,0,0,0,0,0,171335,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,21,0,0,0,0,39,0,0,0,0,0,0,0,1298,6,3793,0,0,0,0,0,4451,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,3045241,85988,5641,835070,0,0,5,996,0,10472,34,2052,5541,0,12373,0,59555,0,101,0,0,4,0,0,0,0,0,140202,1220,0,0,0,0,0,1455,0,0,0,0,0,0,0,0,0,205313,0,0,602996,11,0,34,0,0,1038,0,0,7036,41,1669367,0,0,0,0,0,247,0,323,0,34,95,0,0,0,2565,0,0,0,0,0,0,0,0,0,5934,0,0,2,0,16440,0,0,0,0,0,33,0,3,242526,0,0,0,0,76,152,8,36733,12090,0,0,0,0,0,0,0,544,237,0,0,1465,0,12516,21859,0,34756,0,0,1836,0,0,30946,0,0,0,920,0
Afghanistan,Asia,Southern Asia,4,71522,3669,12059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36733,,,,,,,,,,,,,,,,,,,,,1836,,,,,,,,
Bangladesh,Asia,Southern Asia,50,934735,64444,161966,,,,,,,,7456,,,,,,,,10375,,,,,,,,,,,,,5387,,,,,,,13190,,,,,,,,131427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18075,84052,,,,,,,,9330,,,,,,,59555,,,,,,,,,,,126263,,,,,,,,,,,,,,,,,128499,,,11361,,,,,,,,,7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9063,,,,,,,,,,,,,,,,,,11945,,,,,,,,,,,,,,,16056,,30085,,,,,,29184,,,,,
Bhutan,Asia,Southern Asia,64,27972,1608,536,,,,,,,,,,,,15,,,,,28,,,,,,,,,,,,,,,,,,,,,20,,,,,,496,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,17,,,,,,15,,,,,,,,,,,,,,,,,24485,,,,,,,7,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,392,11,,13,,,,,,,,12,,,,,,10,,,,,18,,,,,,,,,,,,,,,,,,,10,,,,,,,,,18,,,,,13,13,,,33,,,,,,,,,,,,,,,19,,74,,,,,,,,,,,
India,Asia,Southern Asia,356,6952238,21295,106464,12026,,,,,,,,,,,1964,,,,,4127135,,,,,,,9610,,,,,,,23639,,,,,,,4242,,,,,,13430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,,3628,,,,,,4140,,,,,,,,,,,,,,,,,,1394,2569,900,,,,,,890,,2052,5541,,12149,,,,,,,,,,,,,13758,1027,,,,,,1455,,,,,,,,,,73795,,,591200,,,,,,1038,,,,,1637255,,,,,,,,323,,,,,,,2547,,,,,,,,,,5767,,,,,7240,,,,,,,,,235785,,,,,,,,,,,,,,,,,236,,,,1465,,12301,5508,,4490,,,,,,1762,,,,920,
Iran (Islamic Republic of),Asia,Southern Asia,364,2937668,15180,45540,2029435,,,,,,,,,573,,,,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,237,,,,,,,,,,,,,,,,,,,
Maldives,Asia,Southern Asia,462,18510,130,554,,,,,,,,,,,,43,36,,,,3574,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,70,,,,,,213,,,,,,,,,,,,,,,,,6418,,,,,,,352,,76,,,,,,,,,7,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,92,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,6212,,,,,24,100,,,78,,,,,,,,,,,,,,,94,,20,,,,,,,,,,,
Nepal,Asia,Southern Asia,524,690225,1599,36715,,,,,,,,,,,,,,,,,577,,,,,,,107664,,,,,,,,,,,,,,,,,,,,25260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,Asia,Southern Asia,586,3669308,905,2801,1212572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2445179,502,3060,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Asia,Southern Asia,144,40841,577,1049,15,,,,,,,,,,,100,,,,50,85,,,,,,,28,,,,,,,,,,,,,,31,,,,,,312,,,,,,,,,,,,31,,,,,,,,,15,,,,,,,,,6,78,,,,,,83,,,11,,,,,,,,,3,,,,,35506,40,12,4,,,5,637,,107,34,,,,224,,,,94,,,4,,,,,,128,193,,,,,,,,,,,,,,,,,,,43,,,13,,,,,,14,41,248,,,,,,,,0,,34,77,,,,18,,,,,,,,,,167,,,2,,78,,,,,,33,,3,,,,,,39,39,8,,34,,,,,,,,4,,,,,,215,182,,87,,,,,,,,,,,
Western Asia,Asia,Western Asia,922,16956639,311946,1014643,187343,2037,26225,0,0,0,0,0,29615,209572,0,6546,16854,592070,0,9793,978956,0,48390,10862,0,3,0,0,4,0,7221,3,7096,43,23,476647,0,2,0,0,20,7349,0,6,11458,0,2942,11236,57,0,1614,0,0,0,33,0,184,37,0,9506,925,687,258,3347,2,0,4,3,1132201,4,0,12051,1376,120252,0,0,2,1668,39425,0,0,0,0,122306,251604,152,2,91862,0,0,27,0,0,0,0,0,2,0,2,16877,36,2313948,913746,121975,200369,657,0,99169,7896,6,1580,237761,33679,131,0,43829,8295,2,10211,87179,0,0,22842,0,15842,30,3,3,835,0,0,36,0,0,269,4,0,1833,0,0,111,0,0,173772,4,102003,2,0,186312,23630,0,255,4,3,3537,0,0,2183,9895,1002415,0,7,0,3,1064,452234,99686,154,2,10135,994,32511,0,145872,421596,0,0,0,0,0,0,0,0,0,52157,42,945,3,2,128,0,252,91,0,68035,11548,7115,4153,316332,1967905,293217,2,44,4690,12178,455498,7384,7244,84472,0,0,0,0,6,43757,79754,6336,0,0,7,222141,69074,72063,180,89695,0,4963,66758,0,711,40,0,0,441636,48,108
Armenia,Asia,Western Asia,51,693999,17428,21785,,,,,,,,,,,,,,560521,,,,,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27684,700,,,3387,,,,,,,,,,,,,,,,10242,,,,,,,,,835,,,,,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422,,,,,,,,,,2075,871,,,,5665,,,,,,,1220,,,,,,,,
Azerbaijan,Asia,Western Asia,31,344070,1035,2070,223,,,,,,,,,205368,,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,,,,,,,,,,61233,341,,,,,,,,,,,,,,,,,,,1832,,,,,,,,,4336,,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,34436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,2540,2065,,,,3372,,,,,,,20391,,,,,,,,
Bahrain,Asia,Western Asia,48,205979,966,3621,236,,,,,,,,,,,,,,,,24630,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,23628,,,558,,392,,,,,118,,,,,,,,,,,,,,,,,,,,,,,74599,7640,,,,,,,,,4019,,,,1913,,,,800,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,250,156,,,,,205,,,,,25280,,,,,,10206,,,,13,,,,,,,,,,,,,,,108,,,,,,,,,,374,,586,,5119,1684,4760,,,,,1955,,323,,,,,,,170,1420,,,,,,1359,1493,,498,,,,,,,,,6464,,
Cyprus,Asia,Western Asia,196,61941,358,132,3,98,13,0,,,,,30,413,,1048,125,13,0,38,229,,119,92,0,3,0,,4,,24,3,21,,2,2165,,2,,0,20,529,,6,,,17,563,,,44,,,,2,,30,13,,,238,12,241,60,2,0,4,3,1824,4,,2,10,29,,,2,174,323,0,,,,5376,914,30,2,8340,,,,,0,0,,,2,,2,122,12,967,61,423,111,273,,135,170,6,30,156,84,30,,82,9,2,58,969,,,81,,33,4,3,3,16,,,12,,0,,4,,23,,,,,,23,4,16,2,,20,170,,33,4,3,108,,,71,23,183,,7,,3,12,2535,249,23,2,4,3,331,,1902,4574,0,,,,,0,,,,82,3,891,3,2,12,,48,6,,4,1747,,55,3474,128,183,2,,321,133,1146,3,92,7,,,,,6,13,215,4,,,7,1153,54,12804,51,1119,,2,26,,23,23,,,6,48,108
Georgia,Asia,Western Asia,268,278450,3293,3136,,,,,,,,,,3297,,,,6433,,,,,13650,,,,,,,,,,,,,,,,,,,,,,,,,337,,,,,,,,,,,,,,587,,,,,,,,,,,720,,,,,,,,,,,,5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,17483,,,,2793,,1168,,,,,,3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3438,,,,586,3659,,396,156500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,,,,,,,,,513,1335,,,,38158,,,,,,,9342,,,,,,,,
